GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AHY2E001,AHY2E002,AHY2E003,AHY2E004,AHY2E005,AHY2E006,AHY2E007,AHY2E008,AHY2E009,AHY2E010,NAME_M,AHY2M001,AHY2M002,AHY2M003,AHY2M004,AHY2M005,AHY2M006,AHY2M007,AHY2M008,AHY2M009,AHY2M010
"G4800010950100","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950100",,,"Census Tract 9501, Anderson County, Texas",5067,4507,385,42,23,0,47,63,0,63,"Census Tract 9501, Anderson County, Texas",493,484,167,31,32,19,69,52,19,52
"G4800010950401","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950401",,,"Census Tract 9504.01, Anderson County, Texas",4975,2895,2001,5,28,0,12,34,0,34,"Census Tract 9504.01, Anderson County, Texas",342,271,228,11,29,13,15,29,13,29
"G4800010950402","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950402",,,"Census Tract 9504.02, Anderson County, Texas",7368,4160,3141,19,7,8,17,16,0,16,"Census Tract 9504.02, Anderson County, Texas",380,316,286,23,13,16,30,21,19,21
"G4800010950500","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950500",,,"Census Tract 9505, Anderson County, Texas",4632,3211,937,17,0,0,238,229,131,98,"Census Tract 9505, Anderson County, Texas",463,469,350,18,13,13,209,159,137,77
"G4800010950600","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950600",,,"Census Tract 9506, Anderson County, Texas",6261,4134,1591,18,0,0,454,64,20,44,"Census Tract 9506, Anderson County, Texas",671,607,427,34,19,19,491,73,38,60
"G4800010950700","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950700",,,"Census Tract 9507, Anderson County, Texas",2415,1332,664,7,11,0,343,58,2,56,"Census Tract 9507, Anderson County, Texas",380,339,266,10,15,13,225,41,4,39
"G4800010950800","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950800",,,"Census Tract 9508, Anderson County, Texas",4890,2887,1466,16,152,0,294,75,0,75,"Census Tract 9508, Anderson County, Texas",494,439,538,27,123,13,204,69,13,69
"G4800010950901","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950901",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950901",,,"Census Tract 9509.01, Anderson County, Texas",5979,5081,551,92,11,0,142,102,0,102,"Census Tract 9509.01, Anderson County, Texas",629,570,197,78,20,19,121,65,19,65
"G4800010950902","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"950902",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001950902",,,"Census Tract 9509.02, Anderson County, Texas",4924,4183,650,3,35,0,11,42,10,32,"Census Tract 9509.02, Anderson County, Texas",777,765,383,5,58,13,21,37,19,32
"G4800010951000","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"951000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001951000",,,"Census Tract 9510, Anderson County, Texas",6976,6346,235,53,2,14,242,84,8,76,"Census Tract 9510, Anderson County, Texas",682,619,124,89,4,24,316,79,10,78
"G4800010951100","2013-2017","TX",,,"Texas","48","Anderson County","001",,,"951100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48001951100",,,"Census Tract 9511, Anderson County, Texas",4260,3580,462,0,45,0,10,163,0,163,"Census Tract 9511, Anderson County, Texas",627,510,220,13,52,13,16,170,13,170
"G4800030950100","2013-2017","TX",,,"Texas","48","Andrews County","003",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48003950100",,,"Census Tract 9501, Andrews County, Texas",2374,2253,6,16,37,0,48,14,6,8,"Census Tract 9501, Andrews County, Texas",235,243,9,29,63,13,57,18,12,13
"G4800030950200","2013-2017","TX",,,"Texas","48","Andrews County","003",,,"950200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48003950200",,,"Census Tract 9502, Andrews County, Texas",7191,6457,241,0,0,9,452,32,0,32,"Census Tract 9502, Andrews County, Texas",485,560,235,19,19,19,247,49,19,49
"G4800030950300","2013-2017","TX",,,"Texas","48","Andrews County","003",,,"950300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48003950300",,,"Census Tract 9503, Andrews County, Texas",4929,4494,38,0,0,0,116,281,26,255,"Census Tract 9503, Andrews County, Texas",478,446,41,13,13,13,124,141,41,135
"G4800030950400","2013-2017","TX",,,"Texas","48","Andrews County","003",,,"950400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48003950400",,,"Census Tract 9504, Andrews County, Texas",3083,2930,82,0,0,0,71,0,0,0,"Census Tract 9504, Andrews County, Texas",209,237,108,13,13,13,126,13,13,13
"G4800050000101","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000101",,,"Census Tract 1.01, Angelina County, Texas",6304,5876,340,0,0,0,78,10,0,10,"Census Tract 1.01, Angelina County, Texas",571,559,363,19,19,19,116,16,19,16
"G4800050000102","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000102",,,"Census Tract 1.02, Angelina County, Texas",4890,4448,65,22,39,0,209,107,13,94,"Census Tract 1.02, Angelina County, Texas",422,450,75,23,49,13,167,128,20,110
"G4800050000200","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000200",,,"Census Tract 2, Angelina County, Texas",7079,5853,640,252,140,0,158,36,0,36,"Census Tract 2, Angelina County, Texas",626,730,258,338,190,19,148,37,19,37
"G4800050000301","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000301",,,"Census Tract 3.01, Angelina County, Texas",5520,4649,766,57,0,0,16,32,32,0,"Census Tract 3.01, Angelina County, Texas",397,392,261,91,19,19,25,50,50,19
"G4800050000302","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000302",,,"Census Tract 3.02, Angelina County, Texas",4935,4136,641,0,13,0,103,42,0,42,"Census Tract 3.02, Angelina County, Texas",409,379,234,13,17,13,116,58,13,58
"G4800050000400","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000400",,,"Census Tract 4, Angelina County, Texas",4559,3153,1295,2,23,0,37,49,20,29,"Census Tract 4, Angelina County, Texas",498,530,378,4,27,13,57,58,30,49
"G4800050000500","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000500",,,"Census Tract 5, Angelina County, Texas",3440,969,2382,0,0,0,79,10,0,10,"Census Tract 5, Angelina County, Texas",418,264,280,13,13,13,62,16,13,16
"G4800050000600","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000600",,,"Census Tract 6, Angelina County, Texas",6857,4161,1956,0,89,0,616,35,23,12,"Census Tract 6, Angelina County, Texas",553,557,395,19,86,19,313,32,25,13
"G4800050000700","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000700",,,"Census Tract 7, Angelina County, Texas",4187,2672,913,22,0,0,366,214,80,134,"Census Tract 7, Angelina County, Texas",545,440,306,51,13,13,202,143,96,125
"G4800050000800","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000800",,,"Census Tract 8, Angelina County, Texas",6017,4515,915,15,57,0,229,286,0,286,"Census Tract 8, Angelina County, Texas",536,605,244,24,57,19,298,266,19,266
"G4800050000901","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000901",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000901",,,"Census Tract 9.01, Angelina County, Texas",6890,4950,1315,0,175,0,111,339,0,339,"Census Tract 9.01, Angelina County, Texas",525,669,584,19,179,19,110,352,19,352
"G4800050000902","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"000902",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005000902",,,"Census Tract 9.02, Angelina County, Texas",3675,2850,403,0,315,9,42,56,0,56,"Census Tract 9.02, Angelina County, Texas",370,436,220,13,173,18,56,58,13,58
"G4800050001001","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"001001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005001001",,,"Census Tract 10.01, Angelina County, Texas",5282,3591,811,5,0,0,786,89,14,75,"Census Tract 10.01, Angelina County, Texas",463,510,200,9,19,19,271,59,21,55
"G4800050001002","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"001002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005001002",,,"Census Tract 10.02, Angelina County, Texas",4034,3530,174,2,16,0,259,53,0,53,"Census Tract 10.02, Angelina County, Texas",424,467,118,5,21,13,191,56,13,56
"G4800050001100","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"001100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005001100",,,"Census Tract 11, Angelina County, Texas",6542,6253,152,0,66,0,41,30,0,30,"Census Tract 11, Angelina County, Texas",498,497,100,19,108,19,48,24,19,24
"G4800050001200","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"001200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005001200",,,"Census Tract 12, Angelina County, Texas",2575,2221,100,17,0,0,114,123,0,123,"Census Tract 12, Angelina County, Texas",354,331,104,24,13,13,180,113,13,113
"G4800050001300","2013-2017","TX",,,"Texas","48","Angelina County","005",,,"001300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48005001300",,,"Census Tract 13, Angelina County, Texas",4914,4641,145,2,0,0,36,90,0,90,"Census Tract 13, Angelina County, Texas",539,553,131,4,13,13,58,88,13,88
"G4800070950100","2013-2017","TX",,,"Texas","48","Aransas County","007",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48007950100",,,"Census Tract 9501, Aransas County, Texas",5169,4655,25,1,117,0,144,227,0,227,"Census Tract 9501, Aransas County, Texas",762,722,34,2,140,19,193,167,19,167
"G4800070950200","2013-2017","TX",,,"Texas","48","Aransas County","007",,,"950200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48007950200",,,"Census Tract 9502, Aransas County, Texas",1139,1100,0,1,0,0,15,23,19,4,"Census Tract 9502, Aransas County, Texas",181,183,13,2,13,13,19,22,21,6
"G4800070950300","2013-2017","TX",,,"Texas","48","Aransas County","007",,,"950300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48007950300",,,"Census Tract 9503, Aransas County, Texas",7240,5883,184,44,310,0,409,410,230,180,"Census Tract 9503, Aransas County, Texas",793,745,156,84,218,19,297,344,334,93
"G4800070950400","2013-2017","TX",,,"Texas","48","Aransas County","007",,,"950400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48007950400",,,"Census Tract 9504, Aransas County, Texas",5027,4511,151,53,73,0,117,122,61,61,"Census Tract 9504, Aransas County, Texas",778,737,151,64,137,19,112,93,65,61
"G4800070950500","2013-2017","TX",,,"Texas","48","Aransas County","007",,,"950500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48007950500",,,"Census Tract 9505, Aransas County, Texas",6257,5651,47,0,0,0,175,384,0,384,"Census Tract 9505, Aransas County, Texas",782,813,50,19,19,19,156,302,19,302
"G4800070990000","2013-2017","TX",,,"Texas","48","Aransas County","007",,,"990000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48007990000",,,"Census Tract 9900, Aransas County, Texas",0,0,0,0,0,0,0,0,0,0,"Census Tract 9900, Aransas County, Texas",13,13,13,13,13,13,13,13,13,13
"G4800090020100","2013-2017","TX",,,"Texas","48","Archer County","009",,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48009020100",,,"Census Tract 201, Archer County, Texas",2900,2770,7,0,0,0,9,114,0,114,"Census Tract 201, Archer County, Texas",198,194,8,13,13,13,13,72,13,72
"G4800090020200","2013-2017","TX",,,"Texas","48","Archer County","009",,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48009020200",,,"Census Tract 202, Archer County, Texas",2492,2338,29,13,31,0,46,35,0,35,"Census Tract 202, Archer County, Texas",267,276,36,22,44,13,66,36,13,36
"G4800090020300","2013-2017","TX",,,"Texas","48","Archer County","009",,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48009020300",,,"Census Tract 203, Archer County, Texas",3401,3205,70,24,3,0,38,61,11,50,"Census Tract 203, Archer County, Texas",235,253,49,26,7,13,29,52,16,50
"G4800110950100","2013-2017","TX",,,"Texas","48","Armstrong County","011",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48011950100",,,"Census Tract 9501, Armstrong County, Texas",1929,1821,39,26,0,0,19,24,1,23,"Census Tract 9501, Armstrong County, Texas",117,111,39,22,13,13,17,21,3,21
"G4800130960100","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960100",,,"Census Tract 9601, Atascosa County, Texas",7646,7342,77,0,0,0,100,127,37,90,"Census Tract 9601, Atascosa County, Texas",704,720,64,19,19,19,124,115,62,105
"G4800130960201","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960201",,,"Census Tract 9602.01, Atascosa County, Texas",7398,6966,26,3,0,0,145,258,0,258,"Census Tract 9602.01, Atascosa County, Texas",736,741,47,7,19,19,165,182,19,182
"G4800130960202","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960202",,,"Census Tract 9602.02, Atascosa County, Texas",9959,9158,48,26,25,0,509,193,117,76,"Census Tract 9602.02, Atascosa County, Texas",993,1115,64,43,48,19,319,175,144,104
"G4800130960300","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960300",,,"Census Tract 9603, Atascosa County, Texas",3797,3618,0,61,0,0,63,55,11,44,"Census Tract 9603, Atascosa County, Texas",256,272,13,69,13,13,62,88,54,70
"G4800130960401","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960401",,,"Census Tract 9604.01, Atascosa County, Texas",2074,1844,0,18,18,0,139,55,0,55,"Census Tract 9604.01, Atascosa County, Texas",362,345,13,22,26,13,86,53,13,53
"G4800130960402","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960402",,,"Census Tract 9604.02, Atascosa County, Texas",8604,7316,179,17,62,0,233,797,76,721,"Census Tract 9604.02, Atascosa County, Texas",701,827,152,29,93,19,208,621,72,629
"G4800130960500","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960500",,,"Census Tract 9605, Atascosa County, Texas",2685,2523,17,0,0,0,35,110,0,110,"Census Tract 9605, Atascosa County, Texas",368,361,26,13,13,13,35,81,13,81
"G4800130960600","2013-2017","TX",,,"Texas","48","Atascosa County","013",,,"960600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48013960600",,,"Census Tract 9606, Atascosa County, Texas",5976,5649,6,0,99,0,120,102,1,101,"Census Tract 9606, Atascosa County, Texas",383,427,11,19,112,19,96,114,2,114
"G4800150760100","2013-2017","TX",,,"Texas","48","Austin County","015",,,"760100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48015760100",,,"Census Tract 7601, Austin County, Texas",2511,1904,253,0,0,0,222,132,20,112,"Census Tract 7601, Austin County, Texas",394,377,119,13,13,13,175,82,17,82
"G4800150760200","2013-2017","TX",,,"Texas","48","Austin County","015",,,"760200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48015760200",,,"Census Tract 7602, Austin County, Texas",6367,4619,661,0,14,0,777,296,184,112,"Census Tract 7602, Austin County, Texas",446,482,219,19,24,19,422,185,146,114
"G4800150760300","2013-2017","TX",,,"Texas","48","Austin County","015",,,"760300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48015760300",,,"Census Tract 7603, Austin County, Texas",6805,5407,471,0,0,0,758,169,23,146,"Census Tract 7603, Austin County, Texas",610,563,348,19,19,19,309,112,34,107
"G4800150760400","2013-2017","TX",,,"Texas","48","Austin County","015",,,"760400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48015760400",,,"Census Tract 7604, Austin County, Texas",3493,3044,287,0,44,0,96,22,0,22,"Census Tract 7604, Austin County, Texas",408,338,205,13,57,13,125,29,13,29
"G4800150760501","2013-2017","TX",,,"Texas","48","Austin County","015",,,"760501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48015760501",,,"Census Tract 7605.01, Austin County, Texas",4936,4524,152,11,0,0,93,156,0,156,"Census Tract 7605.01, Austin County, Texas",431,422,105,19,13,13,141,97,13,97
"G4800150760502","2013-2017","TX",,,"Texas","48","Austin County","015",,,"760502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48015760502",,,"Census Tract 7605.02, Austin County, Texas",5180,4124,799,0,0,0,257,0,0,0,"Census Tract 7605.02, Austin County, Texas",495,489,303,19,19,19,263,19,19,19
"G4800170950100","2013-2017","TX",,,"Texas","48","Bailey County","017",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48017950100",,,"Census Tract 9501, Bailey County, Texas",7098,6086,115,7,63,16,802,9,9,0,"Census Tract 9501, Bailey County, Texas",0,406,84,12,69,23,399,19,19,19
"G4800190000101","2013-2017","TX",,,"Texas","48","Bandera County","019",,,"000101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48019000101",,,"Census Tract 1.01, Bandera County, Texas",4286,4152,0,9,14,0,102,9,0,9,"Census Tract 1.01, Bandera County, Texas",463,466,13,17,24,13,78,16,13,16
"G4800190000102","2013-2017","TX",,,"Texas","48","Bandera County","019",,,"000102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48019000102",,,"Census Tract 1.02, Bandera County, Texas",5420,5045,39,0,10,0,4,322,0,322,"Census Tract 1.02, Bandera County, Texas",555,556,36,19,19,19,10,342,19,342
"G4800190000200","2013-2017","TX",,,"Texas","48","Bandera County","019",,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48019000200",,,"Census Tract 2, Bandera County, Texas",2660,2517,134,4,0,0,0,5,5,0,"Census Tract 2, Bandera County, Texas",440,495,186,9,13,13,13,8,8,13
"G4800190000300","2013-2017","TX",,,"Texas","48","Bandera County","019",,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48019000300",,,"Census Tract 3, Bandera County, Texas",6550,5780,40,123,23,0,16,568,34,534,"Census Tract 3, Bandera County, Texas",609,654,56,138,33,19,27,183,43,182
"G4800190000400","2013-2017","TX",,,"Texas","48","Bandera County","019",,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48019000400",,,"Census Tract 4, Bandera County, Texas",2400,2175,0,109,0,0,17,99,10,89,"Census Tract 4, Bandera County, Texas",383,350,13,153,13,13,19,101,15,100
"G4800210950100","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950100",,,"Census Tract 9501, Bastrop County, Texas",8334,7046,139,18,72,0,932,127,12,115,"Census Tract 9501, Bastrop County, Texas",869,899,85,22,97,19,497,88,17,89
"G4800210950200","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950200",,,"Census Tract 9502, Bastrop County, Texas",8612,5241,1920,0,11,0,1257,183,68,115,"Census Tract 9502, Bastrop County, Texas",447,706,413,19,20,19,534,207,101,179
"G4800210950300","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950300",,,"Census Tract 9503, Bastrop County, Texas",15255,11713,1212,172,331,0,1730,97,15,82,"Census Tract 9503, Bastrop County, Texas",1531,913,699,121,131,21,1205,81,22,77
"G4800210950400","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950400",,,"Census Tract 9504, Bastrop County, Texas",8320,6683,948,48,89,0,333,219,0,219,"Census Tract 9504, Bastrop County, Texas",751,745,357,48,75,19,217,130,19,130
"G4800210950501","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950501",,,"Census Tract 9505.01, Bastrop County, Texas",8728,7034,736,41,59,0,677,181,133,48,"Census Tract 9505.01, Bastrop County, Texas",886,840,177,43,56,19,455,160,148,50
"G4800210950502","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950502",,,"Census Tract 9505.02, Bastrop County, Texas",6510,5926,116,104,8,0,240,116,39,77,"Census Tract 9505.02, Bastrop County, Texas",720,703,112,67,14,19,235,92,55,72
"G4800210950600","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950600",,,"Census Tract 9506, Bastrop County, Texas",5381,4591,426,74,79,0,107,104,34,70,"Census Tract 9506, Bastrop County, Texas",636,552,414,78,109,19,64,86,56,70
"G4800210950700","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950700",,,"Census Tract 9507, Bastrop County, Texas",4328,3084,853,15,45,0,298,33,24,9,"Census Tract 9507, Bastrop County, Texas",462,400,266,19,44,13,167,50,48,16
"G4800210950801","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950801",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950801",,,"Census Tract 9508.01, Bastrop County, Texas",7670,4042,60,0,0,0,3148,420,338,82,"Census Tract 9508.01, Bastrop County, Texas",918,1067,96,19,19,19,957,301,283,89
"G4800210950802","2013-2017","TX",,,"Texas","48","Bastrop County","021",,,"950802",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48021950802",,,"Census Tract 9508.02, Bastrop County, Texas",7168,5622,98,0,17,0,1410,21,21,0,"Census Tract 9508.02, Bastrop County, Texas",848,818,106,19,26,19,802,33,33,19
"G4800230950300","2013-2017","TX",,,"Texas","48","Baylor County","023",,,"950300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48023950300",,,"Census Tract 9503, Baylor County, Texas",3602,3295,124,0,0,0,70,113,12,101,"Census Tract 9503, Baylor County, Texas",0,106,95,13,13,13,52,71,13,69
"G4800250950100","2013-2017","TX",,,"Texas","48","Bee County","025",,,"950100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48025950100",,,"Census Tract 9501, Bee County, Texas",1701,1659,13,3,0,0,23,3,0,3,"Census Tract 9501, Bee County, Texas",254,250,20,8,13,13,26,4,13,4
"G4800250950201","2013-2017","TX",,,"Texas","48","Bee County","025",,,"950201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48025950201",,,"Census Tract 9502.01, Bee County, Texas",8487,6064,2322,46,7,3,4,41,18,23,"Census Tract 9502.01, Bee County, Texas",416,395,253,28,14,6,8,28,19,21
"G4800250950202","2013-2017","TX",,,"Texas","48","Bee County","025",,,"950202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48025950202",,,"Census Tract 9502.02, Bee County, Texas",5814,5629,54,22,92,0,8,9,2,7,"Census Tract 9502.02, Bee County, Texas",581,560,77,38,94,19,15,21,4,21
"G4800250950300","2013-2017","TX",,,"Texas","48","Bee County","025",,,"950300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48025950300",,,"Census Tract 9503, Bee County, Texas",5274,4784,198,0,4,0,223,65,65,0,"Census Tract 9503, Bee County, Texas",800,868,150,19,8,19,163,62,62,19
"G4800250950400","2013-2017","TX",,,"Texas","48","Bee County","025",,,"950400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48025950400",,,"Census Tract 9504, Bee County, Texas",2373,2139,9,5,58,0,47,115,103,12,"Census Tract 9504, Bee County, Texas",332,322,23,9,66,13,40,117,114,16
"G4800250950500","2013-2017","TX",,,"Texas","48","Bee County","025",,,"950500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48025950500",,,"Census Tract 9505, Bee County, Texas",6558,5901,164,97,0,0,233,163,62,101,"Census Tract 9505, Bee County, Texas",724,763,191,25,19,19,141,113,67,95
"G4800250950600","2013-2017","TX",,,"Texas","48","Bee County","025",,,"950600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48025950600",,,"Census Tract 9506, Bee County, Texas",2522,2418,22,0,0,0,49,33,15,18,"Census Tract 9506, Bee County, Texas",378,373,51,13,13,13,35,31,22,22
"G4800270020100","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020100",,,"Census Tract 201, Bell County, Texas",6814,6666,17,3,0,0,33,95,30,65,"Census Tract 201, Bell County, Texas",421,409,26,6,19,19,30,72,25,58
"G4800270020201","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020201",,,"Census Tract 202.01, Bell County, Texas",7303,6403,390,9,134,0,237,130,24,106,"Census Tract 202.01, Bell County, Texas",826,865,296,16,120,19,164,97,35,83
"G4800270020202","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020202",,,"Census Tract 202.02, Bell County, Texas",6480,6227,54,132,0,0,33,34,0,34,"Census Tract 202.02, Bell County, Texas",613,588,63,212,19,19,38,34,19,34
"G4800270020300","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020300",,,"Census Tract 203, Bell County, Texas",10297,8177,1155,87,240,0,242,396,20,376,"Census Tract 203, Bell County, Texas",717,799,344,98,169,21,219,259,34,257
"G4800270020401","2013-2017","TX",,,"Texas","48","Bell County","027",,,"020401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48027020401",,,"Census Tract 204.01, Bell County, Texas",3236,2035,868,13,50,0,58,212,39,173,"Census Tract 204.01, Bell County, Texas",359,374,171,17,57,13,61,150,44,146
