GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AHY2E001,AHY2E002,AHY2E003,AHY2E004,AHY2E005,AHY2E006,AHY2E007,AHY2E008,AHY2E009,AHY2E010,NAME_M,AHY2M001,AHY2M002,AHY2M003,AHY2M004,AHY2M005,AHY2M006,AHY2M007,AHY2M008,AHY2M009,AHY2M010
"G4802010453000","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453000",,,"Census Tract 4530, Harris County, Texas",9552,4200,932,0,1885,0,2445,90,0,90,"Census Tract 4530, Harris County, Texas",1167,1069,852,19,880,19,1199,87,19,87
"G4802010453100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453100",,,"Census Tract 4531, Harris County, Texas",4564,2017,1081,0,407,0,921,138,10,128,"Census Tract 4531, Harris County, Texas",544,491,218,13,195,13,399,131,16,130
"G4802010453200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453200",,,"Census Tract 4532, Harris County, Texas",8761,3328,2167,11,1135,0,2055,65,62,3,"Census Tract 4532, Harris County, Texas",836,915,477,21,358,19,697,110,111,7
"G4802010453300","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453300",,,"Census Tract 4533, Harris County, Texas",2753,866,1499,0,0,0,320,68,44,24,"Census Tract 4533, Harris County, Texas",448,327,448,13,13,13,232,63,49,39
"G4802010453401","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453401",,,"Census Tract 4534.01, Harris County, Texas",3285,1561,710,0,264,0,706,44,0,44,"Census Tract 4534.01, Harris County, Texas",295,443,283,13,125,13,396,45,13,45
"G4802010453402","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453402",,,"Census Tract 4534.02, Harris County, Texas",8119,3032,1757,62,1533,0,1579,156,60,96,"Census Tract 4534.02, Harris County, Texas",838,736,498,74,386,19,650,102,65,84
"G4802010453403","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453403",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453403",,,"Census Tract 4534.03, Harris County, Texas",4581,1442,2056,14,534,0,518,17,8,9,"Census Tract 4534.03, Harris County, Texas",459,419,427,24,185,13,247,19,13,14
"G4802010453501","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453501",,,"Census Tract 4535.01, Harris County, Texas",6700,2442,1731,0,1537,0,743,247,156,91,"Census Tract 4535.01, Harris County, Texas",575,506,458,19,286,19,265,158,140,68
"G4802010453502","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453502",,,"Census Tract 4535.02, Harris County, Texas",3772,2257,707,0,359,33,377,39,21,18,"Census Tract 4535.02, Harris County, Texas",451,410,326,13,177,51,244,39,32,23
"G4802010453601","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453601",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453601",,,"Census Tract 4536.01, Harris County, Texas",2270,703,582,125,386,0,474,0,0,0,"Census Tract 4536.01, Harris County, Texas",247,252,171,137,104,13,210,13,13,13
"G4802010453602","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453602",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453602",,,"Census Tract 4536.02, Harris County, Texas",8400,2736,2751,0,1580,63,1148,122,100,22,"Census Tract 4536.02, Harris County, Texas",1240,1019,999,19,507,99,697,147,115,35
"G4802010453700","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453700",,,"Census Tract 4537, Harris County, Texas",9223,2195,3665,0,912,0,2451,0,0,0,"Census Tract 4537, Harris County, Texas",936,695,726,19,373,19,749,19,19,19
"G4802010453800","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453800",,,"Census Tract 4538, Harris County, Texas",4312,1769,802,20,530,0,1124,67,0,67,"Census Tract 4538, Harris County, Texas",547,486,168,31,206,13,655,84,13,84
"G4802010453900","2013-2017","TX",,,"Texas","48","Harris County","201",,,"453900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201453900",,,"Census Tract 4539, Harris County, Texas",10814,2626,2592,49,4950,0,476,121,0,121,"Census Tract 4539, Harris County, Texas",664,892,815,56,741,21,444,114,21,114
"G4802010454000","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454000",,,"Census Tract 4540, Harris County, Texas",5426,2090,1226,0,1469,0,428,213,62,151,"Census Tract 4540, Harris County, Texas",434,428,325,19,319,19,331,115,62,97
"G4802010454100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454100",,,"Census Tract 4541, Harris County, Texas",3904,1562,1379,0,665,0,245,53,23,30,"Census Tract 4541, Harris County, Texas",400,374,552,13,318,13,273,61,40,46
"G4802010454200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454200",,,"Census Tract 4542, Harris County, Texas",4924,2781,1742,25,202,0,174,0,0,0,"Census Tract 4542, Harris County, Texas",591,364,481,42,145,13,124,13,13,13
"G4802010454301","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454301",,,"Census Tract 4543.01, Harris County, Texas",12142,3933,5738,4,1525,0,277,665,194,471,"Census Tract 4543.01, Harris County, Texas",1011,826,1013,9,308,21,239,447,241,376
"G4802010454302","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454302",,,"Census Tract 4543.02, Harris County, Texas",6749,3609,1844,159,563,0,346,228,25,203,"Census Tract 4543.02, Harris County, Texas",498,756,514,250,308,19,288,267,40,262
"G4802010454400","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454400",,,"Census Tract 4544, Harris County, Texas",496,356,0,0,124,0,16,0,0,0,"Census Tract 4544, Harris County, Texas",95,87,13,13,60,13,21,13,13,13
"G4802010454501","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454501",,,"Census Tract 4545.01, Harris County, Texas",9057,7038,136,0,1548,0,105,230,0,230,"Census Tract 4545.01, Harris County, Texas",454,490,155,19,320,19,108,187,19,187
"G4802010454502","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454502",,,"Census Tract 4545.02, Harris County, Texas",2696,1740,128,0,769,0,0,59,0,59,"Census Tract 4545.02, Harris County, Texas",147,156,124,13,106,13,13,63,13,63
"G4802010454600","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454600",,,"Census Tract 4546, Harris County, Texas",4961,3736,257,0,367,0,373,228,0,228,"Census Tract 4546, Harris County, Texas",384,609,180,13,253,13,333,254,13,254
"G4802010454700","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454700",,,"Census Tract 4547, Harris County, Texas",7015,5953,68,297,328,0,85,284,50,234,"Census Tract 4547, Harris County, Texas",425,444,75,308,186,19,84,161,60,156
"G4802010454800","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454800",,,"Census Tract 4548, Harris County, Texas",7510,5939,269,10,241,0,600,451,175,276,"Census Tract 4548, Harris County, Texas",724,714,118,18,146,19,306,258,114,228
"G4802010454900","2013-2017","TX",,,"Texas","48","Harris County","201",,,"454900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201454900",,,"Census Tract 4549, Harris County, Texas",12287,8657,722,0,2268,0,283,357,97,260,"Census Tract 4549, Harris County, Texas",806,749,459,21,436,21,170,209,120,169
"G4802010455000","2013-2017","TX",,,"Texas","48","Harris County","201",,,"455000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201455000",,,"Census Tract 4550, Harris County, Texas",2963,2315,60,0,453,0,42,93,0,93,"Census Tract 4550, Harris County, Texas",286,336,60,13,198,13,60,82,13,82
"G4802010455101","2013-2017","TX",,,"Texas","48","Harris County","201",,,"455101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201455101",,,"Census Tract 4551.01, Harris County, Texas",7409,6158,589,0,184,0,180,298,0,298,"Census Tract 4551.01, Harris County, Texas",613,684,339,19,134,19,227,168,19,168
"G4802010455102","2013-2017","TX",,,"Texas","48","Harris County","201",,,"455102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201455102",,,"Census Tract 4551.02, Harris County, Texas",2848,2266,136,0,250,0,126,70,0,70,"Census Tract 4551.02, Harris County, Texas",331,353,92,13,167,13,89,56,13,56
"G4802010455200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"455200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201455200",,,"Census Tract 4552, Harris County, Texas",4475,3794,418,0,91,0,36,136,0,136,"Census Tract 4552, Harris County, Texas",450,472,249,13,68,13,44,116,13,116
"G4802010455300","2013-2017","TX",,,"Texas","48","Harris County","201",,,"455300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201455300",,,"Census Tract 4553, Harris County, Texas",7102,4930,971,0,877,0,193,131,17,114,"Census Tract 4553, Harris County, Texas",639,620,455,19,243,19,189,104,28,101
"G4802010510100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510100",,,"Census Tract 5101, Harris County, Texas",2424,1431,287,27,161,0,473,45,24,21,"Census Tract 5101, Harris County, Texas",305,204,228,34,95,13,231,32,26,19
"G4802010510200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510200",,,"Census Tract 5102, Harris County, Texas",6244,4495,176,0,542,0,818,213,61,152,"Census Tract 5102, Harris County, Texas",618,476,88,19,264,19,591,177,79,154
"G4802010510300","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510300",,,"Census Tract 5103, Harris County, Texas",5045,4603,105,0,202,0,56,79,0,79,"Census Tract 5103, Harris County, Texas",461,437,100,19,197,19,68,74,19,74
"G4802010510400","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510400",,,"Census Tract 5104, Harris County, Texas",3679,3304,21,0,101,1,0,252,23,229,"Census Tract 5104, Harris County, Texas",380,452,32,13,148,2,13,187,39,178
"G4802010510500","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510500",,,"Census Tract 5105, Harris County, Texas",3178,2742,116,0,194,0,60,66,0,66,"Census Tract 5105, Harris County, Texas",299,296,77,13,101,13,52,64,13,64
"G4802010510600","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510600",,,"Census Tract 5106, Harris County, Texas",5419,4349,272,11,359,0,164,264,72,192,"Census Tract 5106, Harris County, Texas",405,456,197,17,138,19,136,135,68,112
"G4802010510700","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510700",,,"Census Tract 5107, Harris County, Texas",4509,3118,309,0,679,0,263,140,33,107,"Census Tract 5107, Harris County, Texas",443,419,362,13,358,13,183,107,55,90
"G4802010510800","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510800",,,"Census Tract 5108, Harris County, Texas",7989,6380,345,185,385,0,485,209,0,209,"Census Tract 5108, Harris County, Texas",607,678,219,153,215,19,464,200,19,200
"G4802010510900","2013-2017","TX",,,"Texas","48","Harris County","201",,,"510900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201510900",,,"Census Tract 5109, Harris County, Texas",7422,5299,484,44,590,0,779,226,18,208,"Census Tract 5109, Harris County, Texas",591,716,329,48,168,19,503,120,30,117
"G4802010511001","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511001",,,"Census Tract 5110.01, Harris County, Texas",3050,2707,147,0,136,0,32,28,0,28,"Census Tract 5110.01, Harris County, Texas",335,343,89,13,91,13,31,34,13,34
"G4802010511002","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511002",,,"Census Tract 5110.02, Harris County, Texas",4249,3350,223,0,314,0,192,170,0,170,"Census Tract 5110.02, Harris County, Texas",317,366,148,13,251,13,154,104,13,104
"G4802010511100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511100",,,"Census Tract 5111, Harris County, Texas",3410,2488,155,0,573,0,120,74,0,74,"Census Tract 5111, Harris County, Texas",309,326,123,13,222,13,103,67,13,67
"G4802010511200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511200",,,"Census Tract 5112, Harris County, Texas",5633,4159,402,0,465,0,484,123,0,123,"Census Tract 5112, Harris County, Texas",643,488,219,19,215,19,552,102,19,102
"G4802010511301","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511301",,,"Census Tract 5113.01, Harris County, Texas",4107,3839,22,12,70,0,43,121,22,99,"Census Tract 5113.01, Harris County, Texas",434,423,34,19,63,13,48,98,43,86
"G4802010511302","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511302",,,"Census Tract 5113.02, Harris County, Texas",4049,3771,11,0,33,0,88,146,30,116,"Census Tract 5113.02, Harris County, Texas",321,339,16,13,36,13,109,125,48,113
"G4802010511400","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511400",,,"Census Tract 5114, Harris County, Texas",3390,3193,35,0,43,0,69,50,0,50,"Census Tract 5114, Harris County, Texas",250,270,38,13,39,13,65,40,13,40
"G4802010511500","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511500",,,"Census Tract 5115, Harris County, Texas",7380,6722,96,0,300,0,116,146,20,126,"Census Tract 5115, Harris County, Texas",634,669,81,19,139,19,93,84,32,78
"G4802010511600","2013-2017","TX",,,"Texas","48","Harris County","201",,,"511600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201511600",,,"Census Tract 5116, Harris County, Texas",3821,3371,92,0,75,0,249,34,11,23,"Census Tract 5116, Harris County, Texas",395,430,76,13,87,13,129,29,15,25
"G4802010520100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520100",,,"Census Tract 5201, Harris County, Texas",2146,1547,57,8,87,0,369,78,0,78,"Census Tract 5201, Harris County, Texas",313,296,45,11,52,13,158,57,13,57
"G4802010520200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520200",,,"Census Tract 5202, Harris County, Texas",3355,2414,317,0,159,0,465,0,0,0,"Census Tract 5202, Harris County, Texas",304,245,229,13,103,13,224,13,13,13
"G4802010520300","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520300",,,"Census Tract 5203, Harris County, Texas",5428,2744,400,0,135,0,2073,76,34,42,"Census Tract 5203, Harris County, Texas",541,604,208,19,76,19,615,61,39,47
"G4802010520400","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520400",,,"Census Tract 5204, Harris County, Texas",3277,1452,57,0,26,0,1624,118,48,70,"Census Tract 5204, Harris County, Texas",360,340,65,13,25,13,429,90,73,57
"G4802010520500","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520500",,,"Census Tract 5205, Harris County, Texas",9496,4686,428,126,0,0,4034,222,0,222,"Census Tract 5205, Harris County, Texas",1039,877,331,211,19,19,1293,238,19,238
"G4802010520601","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520601",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520601",,,"Census Tract 5206.01, Harris County, Texas",2539,1205,96,0,218,0,1020,0,0,0,"Census Tract 5206.01, Harris County, Texas",283,343,84,13,98,13,258,13,13,13
"G4802010520602","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520602",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520602",,,"Census Tract 5206.02, Harris County, Texas",6412,2370,130,190,48,0,3638,36,26,10,"Census Tract 5206.02, Harris County, Texas",687,474,122,221,35,19,669,45,41,16
"G4802010520700","2013-2017","TX",,,"Texas","48","Harris County","201",,,"520700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201520700",,,"Census Tract 5207, Harris County, Texas",4270,2701,196,8,193,0,860,312,186,126,"Census Tract 5207, Harris County, Texas",476,467,99,12,101,13,367,196,143,98
"G4802010521000","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521000",,,"Census Tract 5210, Harris County, Texas",2426,1210,157,6,97,18,897,41,20,21,"Census Tract 5210, Harris County, Texas",293,309,110,10,60,23,258,31,24,21
"G4802010521100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521100",,,"Census Tract 5211, Harris County, Texas",2242,738,0,0,0,0,1488,16,5,11,"Census Tract 5211, Harris County, Texas",267,175,13,13,13,13,303,18,8,16
"G4802010521200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521200",,,"Census Tract 5212, Harris County, Texas",6275,1978,485,41,31,0,3264,476,202,274,"Census Tract 5212, Harris County, Texas",833,498,330,47,37,19,820,388,323,287
"G4802010521300","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521300",,,"Census Tract 5213, Harris County, Texas",6065,2841,231,6,467,0,2457,63,0,63,"Census Tract 5213, Harris County, Texas",582,589,114,12,76,19,548,51,19,51
"G4802010521400","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521400",,,"Census Tract 5214, Harris County, Texas",7205,2596,15,185,53,13,4221,122,0,122,"Census Tract 5214, Harris County, Texas",749,641,23,228,60,20,941,151,19,151
"G4802010521500","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521500",,,"Census Tract 5215, Harris County, Texas",6119,2980,148,0,286,0,2499,206,62,144,"Census Tract 5215, Harris County, Texas",547,480,85,19,88,19,605,165,79,123
"G4802010521600","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521600",,,"Census Tract 5216, Harris County, Texas",3583,2090,597,4,41,0,791,60,29,31,"Census Tract 5216, Harris County, Texas",389,466,193,6,33,13,345,71,33,55
"G4802010521700","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521700",,,"Census Tract 5217, Harris County, Texas",6826,3549,1640,405,116,75,958,83,40,43,"Census Tract 5217, Harris County, Texas",705,798,498,441,129,114,459,95,64,70
"G4802010521800","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521800",,,"Census Tract 5218, Harris County, Texas",5374,2618,576,9,1389,0,678,104,93,11,"Census Tract 5218, Harris County, Texas",414,419,181,15,241,19,262,98,95,18
"G4802010521900","2013-2017","TX",,,"Texas","48","Harris County","201",,,"521900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201521900",,,"Census Tract 5219, Harris County, Texas",6823,5372,358,0,506,0,416,171,44,127,"Census Tract 5219, Harris County, Texas",519,675,256,19,229,19,371,151,53,144
"G4802010522000","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522000",,,"Census Tract 5220, Harris County, Texas",4712,2497,299,80,153,0,1628,55,12,43,"Census Tract 5220, Harris County, Texas",503,382,222,108,86,13,466,50,18,46
"G4802010522100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522100",,,"Census Tract 5221, Harris County, Texas",7268,3710,812,38,380,0,1951,377,258,119,"Census Tract 5221, Harris County, Texas",863,733,370,37,235,19,864,319,307,104
"G4802010522201","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522201",,,"Census Tract 5222.01, Harris County, Texas",4194,2302,140,37,85,0,1551,79,0,79,"Census Tract 5222.01, Harris County, Texas",380,373,86,56,61,13,481,71,13,71
"G4802010522202","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522202",,,"Census Tract 5222.02, Harris County, Texas",3817,1886,292,0,115,0,1524,0,0,0,"Census Tract 5222.02, Harris County, Texas",473,374,268,13,95,13,461,13,13,13
"G4802010522301","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522301",,,"Census Tract 5223.01, Harris County, Texas",4046,1869,136,0,185,0,1834,22,15,7,"Census Tract 5223.01, Harris County, Texas",347,348,98,13,123,13,415,26,23,12
"G4802010522302","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522302",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522302",,,"Census Tract 5223.02, Harris County, Texas",3848,1471,202,101,446,0,1579,49,37,12,"Census Tract 5223.02, Harris County, Texas",481,483,239,167,202,13,541,47,42,19
"G4802010522401","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522401",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522401",,,"Census Tract 5224.01, Harris County, Texas",5830,4582,257,0,315,0,570,106,17,89,"Census Tract 5224.01, Harris County, Texas",567,650,159,19,188,19,381,70,26,69
"G4802010522402","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522402",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522402",,,"Census Tract 5224.02, Harris County, Texas",3912,3369,37,12,160,0,265,69,0,69,"Census Tract 5224.02, Harris County, Texas",438,477,46,19,101,13,226,127,13,127
"G4802010522500","2013-2017","TX",,,"Texas","48","Harris County","201",,,"522500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201522500",,,"Census Tract 5225, Harris County, Texas",5021,4400,0,14,412,0,20,175,21,154,"Census Tract 5225, Harris County, Texas",124,162,19,18,113,19,17,67,32,58
"G4802010530100","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530100",,,"Census Tract 5301, Harris County, Texas",6003,3065,664,13,18,15,2077,151,80,71,"Census Tract 5301, Harris County, Texas",629,699,248,21,29,27,659,97,81,80
"G4802010530200","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530200",,,"Census Tract 5302, Harris County, Texas",3848,3170,109,13,191,0,243,122,11,111,"Census Tract 5302, Harris County, Texas",255,326,63,18,134,13,187,88,17,89
"G4802010530300","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530300",,,"Census Tract 5303, Harris County, Texas",2373,902,1304,0,0,0,161,6,0,6,"Census Tract 5303, Harris County, Texas",409,218,319,13,13,13,202,10,13,10
"G4802010530400","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530400",,,"Census Tract 5304, Harris County, Texas",2510,1094,1339,0,0,0,60,17,0,17,"Census Tract 5304, Harris County, Texas",480,413,328,13,13,13,58,27,13,27
"G4802010530500","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530500",,,"Census Tract 5305, Harris County, Texas",5188,3022,1633,0,0,8,493,32,7,25,"Census Tract 5305, Harris County, Texas",666,689,222,19,19,13,360,31,11,28
"G4802010530600","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530600",,,"Census Tract 5306, Harris County, Texas",3957,2462,702,9,24,0,722,38,28,10,"Census Tract 5306, Harris County, Texas",757,785,202,15,31,13,427,36,32,17
"G4802010530700","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530700",,,"Census Tract 5307, Harris County, Texas",5764,3982,1656,20,0,0,21,85,0,85,"Census Tract 5307, Harris County, Texas",461,545,365,31,19,19,34,92,19,92
"G4802010530800","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530800",,,"Census Tract 5308, Harris County, Texas",4006,1003,2844,0,0,0,158,1,0,1,"Census Tract 5308, Harris County, Texas",388,274,366,13,13,13,148,11,13,11
"G4802010530900","2013-2017","TX",,,"Texas","48","Harris County","201",,,"530900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201530900",,,"Census Tract 5309, Harris County, Texas",4434,3596,315,9,78,0,368,68,12,56,"Census Tract 5309, Harris County, Texas",397,428,238,14,83,13,317,50,18,47
"G4802010531000","2013-2017","TX",,,"Texas","48","Harris County","201",,,"531000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US48201531000",,,"Census Tract 5310, Harris County, Texas",3778,3464,76,0,43,0,50,145,16,129,"Census Tract 5310, Harris County, Texas",239,289,76,13,35,13,60,145,23,146
