GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010
"G4800850031676","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031676",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031676",,,"48085031676","Census Tract 316.76, Collin County, Texas",3115,2202,178,0,424,0,39,272,159,113,"Census Tract 316.76, Collin County, Texas",482,384,144,15,199,15,51,256,250,84
"G4800850031677","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031677",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031677",,,"48085031677","Census Tract 316.77, Collin County, Texas",3118,2327,7,0,705,0,45,34,0,34,"Census Tract 316.77, Collin County, Texas",562,524,20,15,129,15,70,45,15,45
"G4800850031678","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031678",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031678",,,"48085031678","Census Tract 316.78, Collin County, Texas",3220,1736,361,0,823,26,0,274,140,134,"Census Tract 316.78, Collin County, Texas",461,338,373,15,198,43,15,176,106,128
"G4800850031679","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031679",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031679",,,"48085031679","Census Tract 316.79, Collin County, Texas",2325,596,66,4,1481,0,25,153,61,92,"Census Tract 316.79, Collin County, Texas",281,139,109,7,218,15,37,108,80,65
"G4800850031680","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031680",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031680",,,"48085031680","Census Tract 316.80, Collin County, Texas",4386,1674,597,0,1967,0,19,129,15,114,"Census Tract 316.80, Collin County, Texas",787,380,748,15,626,15,29,125,26,119
"G4800850031681","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031681",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031681",,,"48085031681","Census Tract 316.81, Collin County, Texas",2613,2138,69,0,118,0,91,197,141,56,"Census Tract 316.81, Collin County, Texas",318,321,90,15,136,15,120,172,159,67
"G4800850031682","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031682",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031682",,,"48085031682","Census Tract 316.82, Collin County, Texas",4349,2910,579,0,575,0,87,198,25,173,"Census Tract 316.82, Collin County, Texas",1185,829,369,15,491,15,126,148,41,150
"G4800850031704","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031704",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031704",,,"48085031704","Census Tract 317.04, Collin County, Texas",3650,2361,518,27,213,0,138,393,252,141,"Census Tract 317.04, Collin County, Texas",506,387,176,42,153,15,97,261,245,94
"G4800850031706","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031706",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031706",,,"48085031706","Census Tract 317.06, Collin County, Texas",2332,2024,28,0,184,0,17,79,49,30,"Census Tract 317.06, Collin County, Texas",348,364,28,15,99,15,17,65,60,23
"G4800850031708","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031708",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031708",,,"48085031708","Census Tract 317.08, Collin County, Texas",3972,2439,582,10,419,0,159,363,229,134,"Census Tract 317.08, Collin County, Texas",486,345,226,15,230,15,128,237,232,74
"G4800850031709","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031709",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031709",,,"48085031709","Census Tract 317.09, Collin County, Texas",5869,2070,1248,0,1817,0,123,611,507,104,"Census Tract 317.09, Collin County, Texas",1295,406,627,21,565,21,171,642,624,85
"G4800850031711","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031711",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031711",,,"48085031711","Census Tract 317.11, Collin County, Texas",3532,2220,660,18,336,0,71,227,177,50,"Census Tract 317.11, Collin County, Texas",409,350,288,22,181,15,77,159,147,51
"G4800850031713","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031713",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031713",,,"48085031713","Census Tract 317.13, Collin County, Texas",5129,1921,1113,0,586,0,1277,232,137,95,"Census Tract 317.13, Collin County, Texas",698,460,410,21,321,21,682,173,167,83
"G4800850031715","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031715",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031715",,,"48085031715","Census Tract 317.15, Collin County, Texas",2736,2165,108,0,335,0,13,115,77,38,"Census Tract 317.15, Collin County, Texas",336,365,91,15,187,15,20,67,73,42
"G4800850031716","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031716",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031716",,,"48085031716","Census Tract 317.16, Collin County, Texas",3004,1872,308,0,413,0,194,217,140,77,"Census Tract 317.16, Collin County, Texas",484,433,173,15,257,15,151,109,95,57
"G4800850031717","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031717",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031717",,,"48085031717","Census Tract 317.17, Collin County, Texas",2001,1139,318,13,194,0,146,191,140,51,"Census Tract 317.17, Collin County, Texas",319,256,170,20,125,15,136,195,188,51
"G4800850031718","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031718",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031718",,,"48085031718","Census Tract 317.18, Collin County, Texas",2534,1927,152,10,160,0,138,147,107,40,"Census Tract 317.18, Collin County, Texas",282,300,93,11,85,15,154,87,73,41
"G4800850031719","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031719",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031719",,,"48085031719","Census Tract 317.19, Collin County, Texas",1674,1177,71,0,332,0,11,83,47,36,"Census Tract 317.19, Collin County, Texas",256,256,73,15,137,15,12,51,36,30
"G4800850031720","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031720",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031720",,,"48085031720","Census Tract 317.20, Collin County, Texas",2901,913,426,10,695,0,296,561,387,174,"Census Tract 317.20, Collin County, Texas",551,339,277,17,421,15,269,411,396,80
"G4800850031721","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031721",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031721",,,"48085031721","Census Tract 317.21, Collin County, Texas",1410,1126,120,0,126,0,8,30,0,30,"Census Tract 317.21, Collin County, Texas",359,388,117,15,83,15,13,37,15,37
"G4800850031722","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031722",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031722",,,"48085031722","Census Tract 317.22, Collin County, Texas",2669,918,895,0,163,0,513,180,114,66,"Census Tract 317.22, Collin County, Texas",416,277,369,15,135,15,310,119,115,70
"G4800850031723","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031723",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031723",,,"48085031723","Census Tract 317.23, Collin County, Texas",3961,882,916,0,161,0,1348,654,612,42,"Census Tract 317.23, Collin County, Texas",704,343,521,15,160,15,685,453,457,68
"G4800850031724","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031724",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031724",,,"48085031724","Census Tract 317.24, Collin County, Texas",2394,1030,588,105,41,0,386,244,176,68,"Census Tract 317.24, Collin County, Texas",437,364,346,165,50,15,404,247,236,64
"G4800850031806","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031806",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031806",,,"48085031806","Census Tract 318.06, Collin County, Texas",3262,912,873,5,1130,16,66,260,114,146,"Census Tract 318.06, Collin County, Texas",655,218,612,12,316,25,57,179,125,109
"G4800850031807","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031807",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031807",,,"48085031807","Census Tract 318.07, Collin County, Texas",4499,3802,34,5,216,0,34,408,202,206,"Census Tract 318.07, Collin County, Texas",438,332,44,9,148,15,39,203,154,220
"G4800850031808","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031808",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031808",,,"48085031808","Census Tract 318.08, Collin County, Texas",3345,2940,6,0,42,0,83,274,195,79,"Census Tract 318.08, Collin County, Texas",606,588,6,15,55,15,114,165,164,53
"G4800850031809","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031809",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031809",,,"48085031809","Census Tract 318.09, Collin County, Texas",2548,894,650,11,340,0,4,649,649,0,"Census Tract 318.09, Collin County, Texas",681,424,480,18,294,15,10,707,707,15
"G4800850031810","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031810",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031810",,,"48085031810","Census Tract 318.10, Collin County, Texas",1617,663,85,0,259,0,476,134,78,56,"Census Tract 318.10, Collin County, Texas",208,200,60,15,170,15,59,111,93,59
"G4800850031811","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031811",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031811",,,"48085031811","Census Tract 318.11, Collin County, Texas",1920,1112,105,12,551,0,40,100,10,90,"Census Tract 318.11, Collin County, Texas",327,259,118,16,231,15,53,79,16,76
"G4800850031812","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031812",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031812",,,"48085031812","Census Tract 318.12, Collin County, Texas",1954,1381,0,0,430,21,0,122,41,81,"Census Tract 318.12, Collin County, Texas",217,190,15,15,153,33,15,87,38,79
"G4800850031813","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031813",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031813",,,"48085031813","Census Tract 318.13, Collin County, Texas",4083,1365,284,36,2003,0,135,260,127,133,"Census Tract 318.13, Collin County, Texas",364,319,176,56,401,15,114,134,117,107
"G4800850031814","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031814",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031814",,,"48085031814","Census Tract 318.14, Collin County, Texas",1807,1269,157,46,106,0,30,199,142,57,"Census Tract 318.14, Collin County, Texas",228,177,149,72,118,15,48,122,101,52
"G4800850031815","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031815",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031815",,,"48085031815","Census Tract 318.15, Collin County, Texas",4416,3130,573,45,419,0,19,230,146,84,"Census Tract 318.15, Collin County, Texas",596,445,306,49,163,15,22,164,149,66
"G4800850031816","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031816",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031816",,,"48085031816","Census Tract 318.16, Collin County, Texas",3091,1796,163,0,406,0,7,719,170,549,"Census Tract 318.16, Collin County, Texas",633,274,126,15,224,15,12,485,122,466
"G4800850031901","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031901",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031901",,,"48085031901","Census Tract 319.01, Collin County, Texas",2837,1305,670,0,358,8,68,428,325,103,"Census Tract 319.01, Collin County, Texas",607,497,308,15,206,14,74,307,293,91
"G4800850031902","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031902",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031902",,,"48085031902","Census Tract 319.02, Collin County, Texas",3832,1969,761,10,269,0,163,660,534,126,"Census Tract 319.02, Collin County, Texas",527,425,278,15,165,15,143,388,375,90
"G4800850031903","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031903",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031903",,,"48085031903","Census Tract 319.03, Collin County, Texas",1211,521,280,0,161,0,182,67,36,31,"Census Tract 319.03, Collin County, Texas",262,185,172,15,141,15,195,48,40,28
"G4800850031904","2018-2022","TX",,,"Texas","48","Collin County","085",,,"031904",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085031904",,,"48085031904","Census Tract 319.04, Collin County, Texas",3280,1473,356,3,617,0,466,365,37,328,"Census Tract 319.04, Collin County, Texas",570,318,223,7,297,15,509,266,35,264
"G4800850032003","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032003",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032003",,,"48085032003","Census Tract 320.03, Collin County, Texas",5753,3102,225,0,121,0,1471,834,823,11,"Census Tract 320.03, Collin County, Texas",846,789,144,21,87,21,757,478,484,17
"G4800850032008","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032008",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032008",,,"48085032008","Census Tract 320.08, Collin County, Texas",4114,2885,268,20,368,0,206,367,176,191,"Census Tract 320.08, Collin County, Texas",536,492,155,26,136,15,147,171,117,131
"G4800850032010","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032010",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032010",,,"48085032010","Census Tract 320.10, Collin County, Texas",6880,2792,792,2,1243,0,429,1622,1177,445,"Census Tract 320.10, Collin County, Texas",1388,649,528,3,706,21,288,1130,1089,297
"G4800850032012","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032012",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032012",,,"48085032012","Census Tract 320.12, Collin County, Texas",3354,2101,223,25,64,0,585,356,282,74,"Census Tract 320.12, Collin County, Texas",441,533,174,67,69,15,486,225,189,75
"G4800850032013","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032013",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032013",,,"48085032013","Census Tract 320.13, Collin County, Texas",6393,2857,1102,0,1470,0,320,644,493,151,"Census Tract 320.13, Collin County, Texas",888,810,448,21,542,21,393,468,413,152
"G4800850032014","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032014",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032014",,,"48085032014","Census Tract 320.14, Collin County, Texas",5313,2610,160,38,0,0,257,2248,2197,51,"Census Tract 320.14, Collin County, Texas",1496,610,227,111,21,21,225,1581,1581,60
"G4800850032015","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032015",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032015",,,"48085032015","Census Tract 320.15, Collin County, Texas",2045,1440,238,9,67,0,151,140,63,77,"Census Tract 320.15, Collin County, Texas",349,213,247,14,75,15,181,98,55,55
"G4800850032016","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032016",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032016",,,"48085032016","Census Tract 320.16, Collin County, Texas",2148,695,208,0,1166,0,0,79,0,79,"Census Tract 320.16, Collin County, Texas",186,220,187,15,184,15,15,97,15,97
"G4800850032017","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032017",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032017",,,"48085032017","Census Tract 320.17, Collin County, Texas",5349,2399,490,0,2221,0,0,239,115,124,"Census Tract 320.17, Collin County, Texas",812,572,366,21,899,21,21,168,127,167
"G4800850032018","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032018",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032018",,,"48085032018","Census Tract 320.18, Collin County, Texas",3548,2365,478,12,585,0,0,108,81,27,"Census Tract 320.18, Collin County, Texas",435,418,282,14,125,15,15,85,87,29
"G4800850032019","2018-2022","TX",,,"Texas","48","Collin County","085",,,"032019",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48085032019",,,"48085032019","Census Tract 320.19, Collin County, Texas",2965,1624,142,0,1021,0,43,135,23,112,"Census Tract 320.19, Collin County, Texas",400,375,123,15,202,15,69,138,38,139
"G4800870950300","2018-2022","TX",,,"Texas","48","Collingsworth County","087",,,"950300",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48087950300",,,"48087950300","Census Tract 9503, Collingsworth County, Texas",2865,1999,214,57,0,22,127,446,352,94,"Census Tract 9503, Collingsworth County, Texas",179,151,82,81,15,34,81,167,153,55
"G4800890750100","2018-2022","TX",,,"Texas","48","Colorado County","089",,,"750100",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48089750100",,,"48089750100","Census Tract 7501, Colorado County, Texas",4342,2261,751,68,0,0,758,504,447,57,"Census Tract 7501, Colorado County, Texas",254,453,245,66,15,15,325,301,296,82
"G4800890750200","2018-2022","TX",,,"Texas","48","Colorado County","089",,,"750200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48089750200",,,"48089750200","Census Tract 7502, Colorado County, Texas",2330,1357,418,0,19,0,405,131,33,98,"Census Tract 7502, Colorado County, Texas",508,345,385,15,26,15,341,168,42,158
"G4800890750300","2018-2022","TX",,,"Texas","48","Colorado County","089",,,"750300",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48089750300",,,"48089750300","Census Tract 7503, Colorado County, Texas",5336,3585,514,0,0,0,1023,214,214,0,"Census Tract 7503, Colorado County, Texas",582,475,157,21,21,21,592,206,206,21
"G4800890750400","2018-2022","TX",,,"Texas","48","Colorado County","089",,,"750400",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48089750400",,,"48089750400","Census Tract 7504, Colorado County, Texas",5025,4229,340,0,15,0,215,226,177,49,"Census Tract 7504, Colorado County, Texas",648,614,279,21,27,21,139,193,182,55
"G4800890750500","2018-2022","TX",,,"Texas","48","Colorado County","089",,,"750500",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48089750500",,,"48089750500","Census Tract 7505, Colorado County, Texas",3549,2534,468,17,36,0,283,211,72,139,"Census Tract 7505, Colorado County, Texas",489,430,199,25,66,15,244,144,89,113
"G4800910310100","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310100",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310100",,,"48091310100","Census Tract 3101, Comal County, Texas",3406,2869,12,25,0,0,119,381,203,178,"Census Tract 3101, Comal County, Texas",511,494,18,36,15,15,102,230,191,133
"G4800910310200","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310200",,,"48091310200","Census Tract 3102, Comal County, Texas",3581,2886,65,0,0,0,39,591,468,123,"Census Tract 3102, Comal County, Texas",604,568,96,15,15,15,62,302,271,100
"G4800910310301","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310301",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310301",,,"48091310301","Census Tract 3103.01, Comal County, Texas",3029,2979,14,0,0,0,36,0,0,0,"Census Tract 3103.01, Comal County, Texas",550,555,12,15,15,15,40,15,15,15
"G4800910310302","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310302",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310302",,,"48091310302","Census Tract 3103.02, Comal County, Texas",4582,3614,13,18,0,0,27,910,902,8,"Census Tract 3103.02, Comal County, Texas",927,557,4,31,15,15,35,837,836,20
"G4800910310401","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310401",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310401",,,"48091310401","Census Tract 3104.01, Comal County, Texas",5425,3922,99,19,16,0,390,979,798,181,"Census Tract 3104.01, Comal County, Texas",924,942,82,29,27,21,276,572,574,119
"G4800910310404","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310404",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310404",,,"48091310404","Census Tract 3104.04, Comal County, Texas",4746,3191,40,80,52,0,51,1332,1213,119,"Census Tract 3104.04, Comal County, Texas",659,512,45,144,55,15,53,470,459,92
"G4800910310405","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310405",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310405",,,"48091310405","Census Tract 3104.05, Comal County, Texas",3585,2944,59,0,16,0,95,471,471,0,"Census Tract 3104.05, Comal County, Texas",473,431,88,15,22,15,89,308,308,15
"G4800910310406","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310406",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310406",,,"48091310406","Census Tract 3104.06, Comal County, Texas",6269,4245,214,30,30,0,491,1259,1133,126,"Census Tract 3104.06, Comal County, Texas",927,854,156,48,39,21,395,526,507,105
"G4800910310501","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310501",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310501",,,"48091310501","Census Tract 3105.01, Comal County, Texas",4585,2968,140,41,0,0,324,1112,975,137,"Census Tract 3105.01, Comal County, Texas",927,442,111,61,15,15,268,781,730,152
"G4800910310502","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310502",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310502",,,"48091310502","Census Tract 3105.02, Comal County, Texas",8476,6516,120,18,301,0,374,1147,935,212,"Census Tract 3105.02, Comal County, Texas",1091,1021,140,33,310,21,220,521,483,179
"G4800910310503","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310503",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310503",,,"48091310503","Census Tract 3105.03, Comal County, Texas",5901,4959,56,0,65,0,431,390,276,114,"Census Tract 3105.03, Comal County, Texas",1090,1052,85,21,80,21,347,197,181,97
"G4800910310603","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310603",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310603",,,"48091310603","Census Tract 3106.03, Comal County, Texas",4776,4036,150,16,71,0,72,431,38,393,"Census Tract 3106.03, Comal County, Texas",531,527,73,25,58,15,60,193,42,189
"G4800910310604","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310604",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310604",,,"48091310604","Census Tract 3106.04, Comal County, Texas",3417,2794,84,53,37,0,181,268,148,120,"Census Tract 3106.04, Comal County, Texas",580,527,145,79,48,15,91,164,101,97
"G4800910310608","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310608",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310608",,,"48091310608","Census Tract 3106.08, Comal County, Texas",4406,3493,32,23,0,0,292,566,398,168,"Census Tract 3106.08, Comal County, Texas",455,472,47,25,15,15,197,265,227,154
"G4800910310609","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310609",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310609",,,"48091310609","Census Tract 3106.09, Comal County, Texas",4065,3443,177,0,0,0,93,352,250,102,"Census Tract 3106.09, Comal County, Texas",468,439,154,15,15,15,119,233,197,116
"G4800910310610","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310610",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310610",,,"48091310610","Census Tract 3106.10, Comal County, Texas",2630,2297,37,0,0,0,196,100,81,19,"Census Tract 3106.10, Comal County, Texas",483,472,58,15,15,15,212,113,98,36
"G4800910310611","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310611",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310611",,,"48091310611","Census Tract 3106.11, Comal County, Texas",4180,3653,168,0,39,0,77,243,66,177,"Census Tract 3106.11, Comal County, Texas",1347,1229,201,15,73,15,73,163,68,148
"G4800910310612","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310612",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310612",,,"48091310612","Census Tract 3106.12, Comal County, Texas",2157,2139,18,0,0,0,0,0,0,0,"Census Tract 3106.12, Comal County, Texas",683,684,28,15,15,15,15,15,15,15
"G4800910310613","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310613",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310613",,,"48091310613","Census Tract 3106.13, Comal County, Texas",3810,3144,120,0,114,0,169,263,103,160,"Census Tract 3106.13, Comal County, Texas",852,751,149,15,89,15,198,153,93,129
"G4800910310614","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310614",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310614",,,"48091310614","Census Tract 3106.14, Comal County, Texas",2259,1936,1,0,7,0,81,234,192,42,"Census Tract 3106.14, Comal County, Texas",469,463,3,15,11,15,120,176,173,46
"G4800910310702","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310702",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310702",,,"48091310702","Census Tract 3107.02, Comal County, Texas",6239,5110,57,0,33,0,369,670,355,315,"Census Tract 3107.02, Comal County, Texas",860,861,81,21,37,21,289,316,213,187
"G4800910310703","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310703",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310703",,,"48091310703","Census Tract 3107.03, Comal County, Texas",9643,7557,178,35,325,0,164,1384,1155,229,"Census Tract 3107.03, Comal County, Texas",984,890,161,44,211,21,169,731,753,155
"G4800910310705","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310705",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310705",,,"48091310705","Census Tract 3107.05, Comal County, Texas",3057,2521,0,0,168,0,207,161,135,26,"Census Tract 3107.05, Comal County, Texas",498,497,15,15,188,15,236,125,120,45
"G4800910310706","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310706",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310706",,,"48091310706","Census Tract 3107.06, Comal County, Texas",5251,4018,52,13,91,0,269,808,655,153,"Census Tract 3107.06, Comal County, Texas",980,886,52,21,96,21,202,411,389,127
"G4800910310707","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310707",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310707",,,"48091310707","Census Tract 3107.07, Comal County, Texas",4018,3423,20,68,96,14,45,352,179,173,"Census Tract 3107.07, Comal County, Texas",417,417,34,91,98,23,60,214,126,148
"G4800910310708","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310708",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310708",,,"48091310708","Census Tract 3107.08, Comal County, Texas",3463,3101,129,0,23,0,5,205,193,12,"Census Tract 3107.08, Comal County, Texas",659,608,135,15,29,15,11,185,182,20
"G4800910310801","2018-2022","TX",,,"Texas","48","Comal County","091",,,"310801",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48091310801",,,"48091310801","Census Tract 3108.01, Comal County, Texas",7634,5138,758,71,96,0,125,1446,1032,414,"Census Tract 3108.01, Comal County, Texas",860,671,363,117,98,21,178,462,418,210
