GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AQNGE001,AQNGE002,AQNGE003,AQNGE004,AQNGE005,AQNGE006,AQNGE007,AQNGE008,AQNGE009,AQNGE010,NAME_M,AQNGM001,AQNGM002,AQNGM003,AQNGM004,AQNGM005,AQNGM006,AQNGM007,AQNGM008,AQNGM009,AQNGM010
"G4802010313901","2018-2022","TX",,,"Texas","48","Harris County","201",,,"313901",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201313901",,,"48201313901","Census Tract 3139.01, Harris County, Texas",2903,1130,926,0,326,0,78,443,376,67,"Census Tract 3139.01, Harris County, Texas",650,419,567,15,243,15,74,418,418,92
"G4802010313902","2018-2022","TX",,,"Texas","48","Harris County","201",,,"313902",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201313902",,,"48201313902","Census Tract 3139.02, Harris County, Texas",2719,858,985,34,608,0,100,134,74,60,"Census Tract 3139.02, Harris County, Texas",602,598,401,45,273,15,88,141,101,73
"G4802010314001","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314001",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314001",,,"48201314001","Census Tract 3140.01, Harris County, Texas",2855,1181,379,0,996,0,73,226,106,120,"Census Tract 3140.01, Harris County, Texas",522,513,179,15,258,15,78,189,87,152
"G4802010314003","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314003",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314003",,,"48201314003","Census Tract 3140.03, Harris County, Texas",2322,724,99,99,1373,0,0,27,27,0,"Census Tract 3140.03, Harris County, Texas",486,393,76,151,389,15,15,45,45,15
"G4802010314004","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314004",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314004",,,"48201314004","Census Tract 3140.04, Harris County, Texas",1755,497,487,0,605,0,121,45,0,45,"Census Tract 3140.04, Harris County, Texas",577,219,207,15,517,15,158,71,15,71
"G4802010314005","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314005",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314005",,,"48201314005","Census Tract 3140.05, Harris County, Texas",2993,829,1302,17,715,0,33,97,45,52,"Census Tract 3140.05, Harris County, Texas",813,335,797,29,339,15,53,105,56,88
"G4802010314301","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314301",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314301",,,"48201314301","Census Tract 3143.01, Harris County, Texas",1936,150,1647,0,0,0,47,92,37,55,"Census Tract 3143.01, Harris County, Texas",506,110,556,15,15,15,144,130,61,72
"G4802010314302","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314302",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314302",,,"48201314302","Census Tract 3143.02, Harris County, Texas",1469,71,1163,0,139,0,83,13,0,13,"Census Tract 3143.02, Harris County, Texas",261,68,275,15,115,15,119,19,15,19
"G4802010314401","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314401",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314401",,,"48201314401","Census Tract 3144.01, Harris County, Texas",1599,549,72,15,810,0,57,96,61,35,"Census Tract 3144.01, Harris County, Texas",284,199,59,23,246,15,61,68,43,36
"G4802010314402","2018-2022","TX",,,"Texas","48","Harris County","201",,,"314402",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201314402",,,"48201314402","Census Tract 3144.02, Harris County, Texas",2095,837,191,0,912,0,0,155,109,46,"Census Tract 3144.02, Harris County, Texas",304,235,165,15,274,15,15,148,141,45
"G4802010320100","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320100",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320100",,,"48201320100","Census Tract 3201, Harris County, Texas",2539,888,418,0,0,0,482,751,751,0,"Census Tract 3201, Harris County, Texas",517,191,344,15,15,15,184,400,400,15
"G4802010320201","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320201",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320201",,,"48201320201","Census Tract 3202.01, Harris County, Texas",2876,988,127,0,0,0,403,1358,1358,0,"Census Tract 3202.01, Harris County, Texas",1958,483,145,15,15,15,384,1935,1935,15
"G4802010320202","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320202",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320202",,,"48201320202","Census Tract 3202.02, Harris County, Texas",3317,1514,185,0,573,53,515,477,442,35,"Census Tract 3202.02, Harris County, Texas",650,604,270,15,310,78,374,299,283,53
"G4802010320500","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320500",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320500",,,"48201320500","Census Tract 3205, Harris County, Texas",4426,2130,50,0,69,0,751,1426,1300,126,"Census Tract 3205, Harris County, Texas",849,738,71,15,96,15,471,639,641,103
"G4802010320601","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320601",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320601",,,"48201320601","Census Tract 3206.01, Harris County, Texas",2441,1112,111,37,19,15,648,499,465,34,"Census Tract 3206.01, Harris County, Texas",317,318,134,63,31,22,273,251,250,49
"G4802010320602","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320602",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320602",,,"48201320602","Census Tract 3206.02, Harris County, Texas",5047,1867,137,28,0,0,1333,1682,1632,50,"Census Tract 3206.02, Harris County, Texas",1006,629,85,41,21,21,561,973,980,78
"G4802010320700","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320700",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320700",,,"48201320700","Census Tract 3207, Harris County, Texas",4110,1830,859,9,284,0,279,849,690,159,"Census Tract 3207, Harris County, Texas",645,537,433,15,155,15,159,355,325,152
"G4802010320800","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320800",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320800",,,"48201320800","Census Tract 3208, Harris County, Texas",4804,2380,12,0,0,0,422,1990,1988,2,"Census Tract 3208, Harris County, Texas",791,572,20,15,15,15,221,792,792,3
"G4802010320901","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320901",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320901",,,"48201320901","Census Tract 3209.01, Harris County, Texas",3649,1820,281,10,187,0,184,1167,1088,79,"Census Tract 3209.01, Harris County, Texas",1151,850,214,16,275,15,172,1004,994,75
"G4802010320902","2018-2022","TX",,,"Texas","48","Harris County","201",,,"320902",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201320902",,,"48201320902","Census Tract 3209.02, Harris County, Texas",3280,1526,92,0,20,0,181,1461,1216,245,"Census Tract 3209.02, Harris County, Texas",861,445,142,15,35,15,202,894,854,275
"G4802010321001","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321001",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321001",,,"48201321001","Census Tract 3210.01, Harris County, Texas",3039,1195,368,22,0,0,391,1063,1063,0,"Census Tract 3210.01, Harris County, Texas",621,604,230,38,15,15,423,571,571,15
"G4802010321002","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321002",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321002",,,"48201321002","Census Tract 3210.02, Harris County, Texas",5279,3004,137,144,182,0,565,1247,1218,29,"Census Tract 3210.02, Harris County, Texas",939,984,309,170,290,21,311,613,613,42
"G4802010321101","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321101",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321101",,,"48201321101","Census Tract 3211.01, Harris County, Texas",3489,1296,716,0,362,0,258,857,821,36,"Census Tract 3211.01, Harris County, Texas",470,498,307,15,194,15,259,519,525,59
"G4802010321102","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321102",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321102",,,"48201321102","Census Tract 3211.02, Harris County, Texas",4012,1561,102,39,76,0,849,1385,1309,76,"Census Tract 3211.02, Harris County, Texas",1289,529,123,50,82,15,459,1331,1326,66
"G4802010321200","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321200",,,"48201321200","Census Tract 3212, Harris County, Texas",4883,1787,214,128,96,0,928,1730,1730,0,"Census Tract 3212, Harris County, Texas",774,520,118,206,130,15,383,695,695,15
"G4802010321301","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321301",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321301",,,"48201321301","Census Tract 3213.01, Harris County, Texas",4065,1676,351,30,21,0,509,1478,1389,89,"Census Tract 3213.01, Harris County, Texas",898,546,286,63,34,15,316,868,854,140
"G4802010321302","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321302",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321302",,,"48201321302","Census Tract 3213.02, Harris County, Texas",2148,1026,117,135,0,0,329,541,541,0,"Census Tract 3213.02, Harris County, Texas",511,527,121,224,15,15,405,432,432,15
"G4802010321401","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321401",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321401",,,"48201321401","Census Tract 3214.01, Harris County, Texas",3991,2529,8,0,34,0,301,1119,1099,20,"Census Tract 3214.01, Harris County, Texas",498,484,15,15,48,15,215,579,581,32
"G4802010321402","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321402",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321402",,,"48201321402","Census Tract 3214.02, Harris County, Texas",4773,1686,0,21,192,0,536,2338,2338,0,"Census Tract 3214.02, Harris County, Texas",867,796,15,31,243,15,434,1013,1013,15
"G4802010321500","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321500",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321500",,,"48201321500","Census Tract 3215, Harris County, Texas",2601,1545,160,0,31,0,349,516,395,121,"Census Tract 3215, Harris County, Texas",479,416,118,15,49,15,189,291,233,171
"G4802010321600","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321600",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321600",,,"48201321600","Census Tract 3216, Harris County, Texas",6739,3580,261,14,7,0,817,2060,1964,96,"Census Tract 3216, Harris County, Texas",947,832,256,23,12,21,430,906,904,79
"G4802010321700","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321700",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321700",,,"48201321700","Census Tract 3217, Harris County, Texas",3389,1618,22,0,13,0,539,1197,1158,39,"Census Tract 3217, Harris County, Texas",482,394,30,15,18,15,197,399,399,43
"G4802010321800","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321800",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321800",,,"48201321800","Census Tract 3218, Harris County, Texas",4402,1807,0,11,0,0,1443,1141,1078,63,"Census Tract 3218, Harris County, Texas",631,631,15,22,15,15,694,736,755,80
"G4802010321900","2018-2022","TX",,,"Texas","48","Harris County","201",,,"321900",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201321900",,,"48201321900","Census Tract 3219, Harris County, Texas",5979,3061,0,175,40,0,127,2576,2571,5,"Census Tract 3219, Harris County, Texas",987,775,21,253,63,21,109,1016,1017,6
"G4802010322000","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322000",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322000",,,"48201322000","Census Tract 3220, Harris County, Texas",3969,2339,0,0,0,0,240,1390,1369,21,"Census Tract 3220, Harris County, Texas",704,642,15,15,15,15,205,695,686,36
"G4802010322100","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322100",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322100",,,"48201322100","Census Tract 3221, Harris County, Texas",4158,2812,125,21,0,0,372,828,828,0,"Census Tract 3221, Harris County, Texas",636,596,112,34,15,15,252,485,485,15
"G4802010322200","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322200",,,"48201322200","Census Tract 3222, Harris County, Texas",1582,860,12,54,13,0,255,388,388,0,"Census Tract 3222, Harris County, Texas",314,217,14,83,15,15,152,209,209,15
"G4802010322600","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322600",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322600",,,"48201322600","Census Tract 3226, Harris County, Texas",5020,2729,78,56,0,0,895,1262,1224,38,"Census Tract 3226, Harris County, Texas",818,569,123,64,21,21,486,728,727,38
"G4802010322701","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322701",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322701",,,"48201322701","Census Tract 3227.01, Harris County, Texas",2401,1473,7,0,0,0,54,867,784,83,"Census Tract 3227.01, Harris County, Texas",823,546,12,15,15,15,48,605,580,81
"G4802010322702","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322702",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322702",,,"48201322702","Census Tract 3227.02, Harris County, Texas",3795,2552,51,186,0,0,337,669,520,149,"Census Tract 3227.02, Harris County, Texas",892,849,60,196,15,15,259,518,487,157
"G4802010322800","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322800",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322800",,,"48201322800","Census Tract 3228, Harris County, Texas",6761,4229,0,29,0,0,1093,1410,1326,84,"Census Tract 3228, Harris County, Texas",935,1014,21,43,21,21,542,665,676,108
"G4802010322900","2018-2022","TX",,,"Texas","48","Harris County","201",,,"322900",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201322900",,,"48201322900","Census Tract 3229, Harris County, Texas",3605,2665,0,142,0,0,382,416,416,0,"Census Tract 3229, Harris County, Texas",626,618,15,216,15,15,306,263,263,15
"G4802010323000","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323000",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323000",,,"48201323000","Census Tract 3230, Harris County, Texas",7169,4513,47,0,1,0,593,2015,2009,6,"Census Tract 3230, Harris County, Texas",1127,855,48,21,3,21,428,886,885,10
"G4802010323100","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323100",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323100",,,"48201323100","Census Tract 3231, Harris County, Texas",4098,2432,363,38,0,16,293,956,896,60,"Census Tract 3231, Harris County, Texas",669,474,354,49,15,24,331,506,492,97
"G4802010323200","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323200",,,"48201323200","Census Tract 3232, Harris County, Texas",6018,3018,107,22,30,0,727,2114,2090,24,"Census Tract 3232, Harris County, Texas",888,542,228,45,38,21,560,963,962,39
"G4802010323300","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323300",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323300",,,"48201323300","Census Tract 3233, Harris County, Texas",3070,2079,176,0,0,0,407,408,398,10,"Census Tract 3233, Harris County, Texas",535,364,177,15,15,15,354,364,363,17
"G4802010323400","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323400",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323400",,,"48201323400","Census Tract 3234, Harris County, Texas",7849,4241,258,21,27,0,900,2402,2299,103,"Census Tract 3234, Harris County, Texas",1658,996,278,34,49,21,651,1508,1516,121
"G4802010323500","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323500",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323500",,,"48201323500","Census Tract 3235, Harris County, Texas",5524,3354,688,93,0,0,693,696,673,23,"Census Tract 3235, Harris County, Texas",718,676,435,119,21,21,385,293,288,41
"G4802010323601","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323601",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323601",,,"48201323601","Census Tract 3236.01, Harris County, Texas",3578,2761,101,31,11,0,285,389,360,29,"Census Tract 3236.01, Harris County, Texas",1002,924,119,50,18,15,168,208,202,31
"G4802010323602","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323602",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323602",,,"48201323602","Census Tract 3236.02, Harris County, Texas",4818,3398,30,353,233,0,246,558,539,19,"Census Tract 3236.02, Harris County, Texas",940,1098,62,533,214,15,225,382,384,26
"G4802010323701","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323701",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323701",,,"48201323701","Census Tract 3237.01, Harris County, Texas",4440,3136,174,37,48,0,164,881,695,186,"Census Tract 3237.01, Harris County, Texas",713,514,90,35,51,15,157,718,715,115
"G4802010323702","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323702",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323702",,,"48201323702","Census Tract 3237.02, Harris County, Texas",3053,2099,44,0,36,0,49,825,718,107,"Census Tract 3237.02, Harris County, Texas",656,431,59,15,46,15,66,535,552,103
"G4802010323801","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323801",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323801",,,"48201323801","Census Tract 3238.01, Harris County, Texas",3959,2554,0,12,19,0,434,940,829,111,"Census Tract 3238.01, Harris County, Texas",1069,357,15,19,28,15,299,1020,998,84
"G4802010323802","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323802",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323802",,,"48201323802","Census Tract 3238.02, Harris County, Texas",4969,2640,435,15,0,0,395,1484,1468,16,"Census Tract 3238.02, Harris County, Texas",782,721,418,22,15,15,295,852,853,25
"G4802010323900","2018-2022","TX",,,"Texas","48","Harris County","201",,,"323900",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201323900",,,"48201323900","Census Tract 3239, Harris County, Texas",3141,2152,169,0,12,0,316,492,368,124,"Census Tract 3239, Harris County, Texas",514,397,158,15,26,15,276,317,299,73
"G4802010324000","2018-2022","TX",,,"Texas","48","Harris County","201",,,"324000",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201324000",,,"48201324000","Census Tract 3240, Harris County, Texas",5720,3662,155,74,246,0,172,1411,1307,104,"Census Tract 3240, Harris County, Texas",623,600,158,103,162,21,175,541,540,132
"G4802010324101","2018-2022","TX",,,"Texas","48","Harris County","201",,,"324101",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201324101",,,"48201324101","Census Tract 3241.01, Harris County, Texas",5441,3190,0,38,0,0,871,1342,1307,35,"Census Tract 3241.01, Harris County, Texas",1028,832,21,48,21,21,537,656,654,45
"G4802010324102","2018-2022","TX",,,"Texas","48","Harris County","201",,,"324102",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201324102",,,"48201324102","Census Tract 3241.02, Harris County, Texas",0,0,0,0,0,0,0,0,0,0,"Census Tract 3241.02, Harris County, Texas",15,15,15,15,15,15,15,15,15,15
"G4802010324200","2018-2022","TX",,,"Texas","48","Harris County","201",,,"324200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201324200",,,"48201324200","Census Tract 3242, Harris County, Texas",782,124,0,0,0,0,456,202,190,12,"Census Tract 3242, Harris County, Texas",253,80,15,15,15,15,210,134,127,20
"G4802010330101","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330101",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330101",,,"48201330101","Census Tract 3301.01, Harris County, Texas",5626,984,2993,47,0,0,862,740,693,47,"Census Tract 3301.01, Harris County, Texas",851,630,844,61,21,21,589,468,467,69
"G4802010330102","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330102",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330102",,,"48201330102","Census Tract 3301.02, Harris County, Texas",2608,1052,1047,0,79,0,318,112,112,0,"Census Tract 3301.02, Harris County, Texas",440,179,343,15,129,15,360,188,188,15
"G4802010330200","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330200",,,"48201330200","Census Tract 3302, Harris County, Texas",4997,1552,1751,0,0,0,566,1128,1128,0,"Census Tract 3302, Harris County, Texas",1683,420,456,15,15,15,332,1492,1492,15
"G4802010330301","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330301",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330301",,,"48201330301","Census Tract 3303.01, Harris County, Texas",8579,2366,1529,725,290,17,2288,1364,1351,13,"Census Tract 3303.01, Harris County, Texas",1302,828,320,555,203,28,894,848,847,20
"G4802010330302","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330302",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330302",,,"48201330302","Census Tract 3303.02, Harris County, Texas",5001,1427,1927,12,36,0,1142,457,457,0,"Census Tract 3303.02, Harris County, Texas",638,456,397,18,54,21,458,310,310,21
"G4802010330303","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330303",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330303",,,"48201330303","Census Tract 3303.03, Harris County, Texas",4588,1714,1998,122,0,0,325,429,302,127,"Census Tract 3303.03, Harris County, Texas",771,495,314,148,15,15,162,320,307,109
"G4802010330400","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330400",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330400",,,"48201330400","Census Tract 3304, Harris County, Texas",4836,1385,1617,0,0,0,537,1297,1297,0,"Census Tract 3304, Harris County, Texas",958,431,451,15,15,15,267,884,884,15
"G4802010330500","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330500",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330500",,,"48201330500","Census Tract 3305, Harris County, Texas",4913,1044,1626,202,101,0,1220,720,689,31,"Census Tract 3305, Harris County, Texas",968,514,472,283,97,15,520,768,768,31
"G4802010330600","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330600",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330600",,,"48201330600","Census Tract 3306, Harris County, Texas",6884,1643,3862,19,6,0,747,607,507,100,"Census Tract 3306, Harris County, Texas",880,778,688,30,17,21,489,578,565,119
"G4802010330700","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330700",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330700",,,"48201330700","Census Tract 3307, Harris County, Texas",9562,3116,2738,109,61,0,1602,1936,1909,27,"Census Tract 3307, Harris County, Texas",1353,678,837,148,67,21,699,1096,1096,46
"G4802010330801","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330801",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330801",,,"48201330801","Census Tract 3308.01, Harris County, Texas",5585,1519,3006,18,400,0,401,241,61,180,"Census Tract 3308.01, Harris County, Texas",984,573,983,110,387,21,400,253,80,256
"G4802010330802","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330802",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330802",,,"48201330802","Census Tract 3308.02, Harris County, Texas",10478,1092,7261,0,272,0,235,1618,1147,471,"Census Tract 3308.02, Harris County, Texas",1520,685,1393,23,218,23,214,865,679,572
"G4802010330901","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330901",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330901",,,"48201330901","Census Tract 3309.01, Harris County, Texas",10866,2260,7444,0,299,0,64,799,644,155,"Census Tract 3309.01, Harris County, Texas",1446,492,1223,23,331,23,87,933,915,105
"G4802010330902","2018-2022","TX",,,"Texas","48","Harris County","201",,,"330902",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201330902",,,"48201330902","Census Tract 3309.02, Harris County, Texas",2860,763,1229,0,0,0,344,524,487,37,"Census Tract 3309.02, Harris County, Texas",808,408,862,15,15,15,322,519,538,69
"G4802010331100","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331100",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331100",,,"48201331100","Census Tract 3311, Harris County, Texas",3470,619,2638,0,0,0,19,194,194,0,"Census Tract 3311, Harris County, Texas",611,309,574,15,15,15,32,204,204,15
"G4802010331200","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331200",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331200",,,"48201331200","Census Tract 3312, Harris County, Texas",4744,511,3678,1,0,0,217,337,182,155,"Census Tract 3312, Harris County, Texas",1156,379,1001,5,15,15,350,295,184,227
"G4802010331300","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331300",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331300",,,"48201331300","Census Tract 3313, Harris County, Texas",4062,579,3296,20,1,0,37,129,92,37,"Census Tract 3313, Harris County, Texas",877,251,878,32,3,15,54,136,122,54
"G4802010331400","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331400",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331400",,,"48201331400","Census Tract 3314, Harris County, Texas",2953,18,2244,0,0,0,0,691,12,679,"Census Tract 3314, Harris County, Texas",1120,32,296,15,15,15,15,1089,21,1088
"G4802010331501","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331501",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331501",,,"48201331501","Census Tract 3315.01, Harris County, Texas",4355,72,3210,0,0,0,284,789,490,299,"Census Tract 3315.01, Harris County, Texas",849,96,685,15,15,15,311,654,560,336
"G4802010331502","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331502",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331502",,,"48201331502","Census Tract 3315.02, Harris County, Texas",5010,766,3266,24,0,0,446,508,397,111,"Census Tract 3315.02, Harris County, Texas",724,454,780,45,21,21,504,366,354,108
"G4802010331602","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331602",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331602",,,"48201331602","Census Tract 3316.02, Harris County, Texas",3034,242,2419,0,127,0,42,204,129,75,"Census Tract 3316.02, Harris County, Texas",686,184,686,15,105,15,65,119,114,78
"G4802010331603","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331603",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331603",,,"48201331603","Census Tract 3316.03, Harris County, Texas",4774,772,3686,3,0,0,216,97,90,7,"Census Tract 3316.03, Harris County, Texas",882,819,625,19,15,15,267,126,113,43
"G4802010331604","2018-2022","TX",,,"Texas","48","Harris County","201",,,"331604",,,,,,,,,,,,,,,,,,,,,,,,,,"1400000US48201331604",,,"48201331604","Census Tract 3316.04, Harris County, Texas",2214,52,2093,0,19,0,0,50,0,50,"Census Tract 3316.04, Harris County, Texas",558,64,581,15,31,15,15,77,15,77
