program_label,program,entities,code,number_reported,rent_per_month,hh_income,tpoverty,treatment,year,post,poverty_indicator
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220500,48201220500,91,326,13599,46,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220700,48201220700,88,404,16041,44,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201220800,48201220800,53,303,11742,55,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201221000,48201221000,54,309,12194,36,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201221400,48201221400,15,142,4778,25,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201221500,48201221500,67,403,14618,43,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222600,48201222600,126,349,13102,37,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201222700,48201222700,382,405,15703,44,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230200,48201230200,198,331,12463,22,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230300,48201230300,13,383,13767,30,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230400,48201230400,41,278,10532,37,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230500,48201230500,17,385,14413,31,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230700,48201230700,90,268,10622,34,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230800,48201230800,11,444,14052,23,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201230900,48201230900,63,350,12907,43,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231000,48201231000,16,554,19606,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231100,48201231100,94,427,16071,24,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231200,48201231200,207,384,14895,18,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231300,48201231300,160,371,13642,30,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231400,48201231400,21,421,11631,24,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231500,48201231500,24,412,13078,36,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231600,48201231600,23,446,15815,15,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201231900,48201231900,51,544,17379,18,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232000,48201232000,15,476,17053,20,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232100,48201232100,27,412,13681,31,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232200,48201232200,46,326,14095,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232301,48201232301,183,369,14948,22,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232302,48201232302,60,464,17422,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232402,48201232402,125,420,14387,15,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232403,48201232403,13,557,17206,19,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232500,48201232500,99,408,16697,22,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232702,48201232702,55,363,12964,25,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232800,48201232800,23,424,14782,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201232900,48201232900,76,364,14165,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233001,48201233001,50,273,10912,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233400,48201233400,68,319,12887,25,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201233600,48201233600,11,361,14287,38,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240400,48201240400,47,567,21667,28,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240501,48201240501,135,348,13869,26,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240502,48201240502,24,311,11508,32,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240701,48201240701,203,455,19111,15,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240702,48201240702,100,651,20457,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240801,48201240801,31,276,11189,16,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240802,48201240802,65,495,16934,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240901,48201240901,58,687,21895,5,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201240902,48201240902,74,694,21731,9,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241000,48201241000,46,619,22379,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241101,48201241101,22,685,20773,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241102,48201241102,107,578,20473,7,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241103,48201241103,90,415,16319,14,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241200,48201241200,59,513,17131,10,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241300,48201241300,26,632,17948,7,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241400,48201241400,34,519,17967,14,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201241500,48201241500,402,360,14946,16,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250100,48201250100,14,635,22711,4,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250200,48201250200,107,389,15237,19,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250301,48201250301,38,543,20610,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250302,48201250302,51,576,20340,4,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250401,48201250401,46,563,19457,8,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250402,48201250402,39,592,22536,6,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250500,48201250500,34,422,16583,10,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250600,48201250600,16,394,16536,22,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250701,48201250701,25,428,15513,5,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201250702,48201250702,17,477,16743,7,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201251700,48201251700,34,373,13796,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201251902,48201251902,22,439,18347,4,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252000,48201252000,13,297,15392,2,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252301,48201252301,162,469,16550,5,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252302,48201252302,16,667,16086,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201252800,48201252800,33,360,13871,20,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253100,48201253100,28,690,25473,3,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253200,48201253200,328,337,13998,14,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253500,48201253500,42,482,18412,25,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253600,48201253600,55,391,15949,19,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253700,48201253700,39,347,14302,10,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253800,48201253800,32,479,19176,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201253900,48201253900,26,376,15106,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254000,48201254000,29,420,15881,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254100,48201254100,50,354,14106,20,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254300,48201254300,18,515,20974,24,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201254600,48201254600,18,340,13675,19,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310100,48201310100,233,185,7642,34,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310200,48201310200,84,201,8304,5,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310300,48201310300,177,162,6868,20,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310500,48201310500,28,276,11878,26,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310800,48201310800,15,296,11879,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201310900,48201310900,14,284,9227,39,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311200,48201311200,54,156,6400,27,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311600,48201311600,25,283,10519,35,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201311700,48201311700,51,443,15541,35,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312200,48201312200,50,312,12159,44,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312300,48201312300,37,288,11258,33,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312400,48201312400,41,297,12206,40,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312700,48201312700,38,300,11097,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312800,48201312800,41,308,11358,61,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201312900,48201312900,56,304,12196,27,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313000,48201313000,50,258,10076,20,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313200,48201313200,107,343,11027,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313300,48201313300,26,323,10807,31,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313400,48201313400,183,349,13049,33,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313500,48201313500,37,372,12278,37,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313600,48201313600,123,346,13171,44,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313700,48201313700,38,343,12239,20,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313800,48201313800,215,389,14431,33,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201313900,48201313900,12,323,15249,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201314300,48201314300,125,335,13884,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201320200,48201320200,23,179,7214,19,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201320602,48201320602,105,348,13741,33,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201320900,48201320900,35,250,9727,26,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321000,48201321000,11,189,7216,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321100,48201321100,43,342,13608,9,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321200,48201321200,74,430,16673,37,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321300,48201321300,13,260,9590,25,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321500,48201321500,36,302,12341,31,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201321600,48201321600,29,388,15342,6,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201322100,48201322100,17,312,12594,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201322200,48201322200,16,313,12890,23,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201322700,48201322700,17,383,16301,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323000,48201323000,58,447,17846,34,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323100,48201323100,74,351,14146,26,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323300,48201323300,33,396,16217,36,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323500,48201323500,199,411,17532,34,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323600,48201323600,126,386,15752,14,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323801,48201323801,12,322,13191,10,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323802,48201323802,17,393,16221,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201323900,48201323900,57,351,12768,28,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201324000,48201324000,15,476,17057,14,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330100,48201330100,29,624,18042,14,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330200,48201330200,27,508,15767,16,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330301,48201330301,15,822,30389,9,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330302,48201330302,71,454,18532,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330303,48201330303,53,383,14430,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330400,48201330400,61,429,15972,20,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330500,48201330500,32,546,19465,18,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330600,48201330600,49,621,20874,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330700,48201330700,53,489,17469,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330800,48201330800,226,432,17525,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201330900,48201330900,75,540,20127,19,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331100,48201331100,120,367,13375,41,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331200,48201331200,151,466,16631,53,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331300,48201331300,85,536,18149,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331400,48201331400,169,331,12189,63,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331500,48201331500,155,486,18866,9,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331601,48201331601,136,316,10807,22,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331602,48201331602,96,345,13004,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331700,48201331700,48,526,18654,29,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331800,48201331800,58,399,15184,32,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201331900,48201331900,42,359,14461,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332000,48201332000,91,287,9889,41,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332200,48201332200,26,456,13918,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332300,48201332300,35,557,16543,27,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332400,48201332400,47,561,20492,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332500,48201332500,11,455,13498,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201332600,48201332600,29,304,11318,16,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333100,48201333100,14,334,12383,21,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333201,48201333201,11,271,10655,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333300,48201333300,178,315,12115,30,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201333902,48201333902,42,382,14637,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201334001,48201334001,130,398,14380,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201334100,48201334100,232,276,10451,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201340100,48201340100,95,431,17124,14,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201341000,48201341000,35,344,13607,9,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201341201,48201341201,105,422,17514,30,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201342300,48201342300,56,379,16167,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201342900,48201342900,25,381,13931,10,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201343000,48201343000,87,367,15247,18,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201350100,48201350100,31,417,19730,8,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201350400,48201350400,87,391,16555,13,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201350601,48201350601,16,326,13740,4,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201410100,48201410100,117,346,15092,30,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201410702,48201410702,233,186,7757,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201410900,48201410900,11,85,3490,10,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201413300,48201413300,29,360,14468,10,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201420100,48201420100,74,341,14792,22,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201420500,48201420500,17,318,13027,32,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201421101,48201421101,35,238,9897,26,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201421403,48201421403,15,272,10685,38,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201421800,48201421800,76,252,10667,9,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422200,48201422200,288,331,13105,38,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422301,48201422301,94,399,15384,29,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422302,48201422302,20,492,15702,11,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422401,48201422401,91,402,14956,38,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201422500,48201422500,14,349,14271,29,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423202,48201423202,64,226,8154,31,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423301,48201423301,49,413,12809,12,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423302,48201423302,157,453,16434,17,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423401,48201423401,43,378,14055,15,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423402,48201423402,17,541,19117,18,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201423600,48201423600,39,487,16749,9,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201431301,48201431301,49,191,7325,7,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432400,48201432400,25,254,10213,23,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432500,48201432500,22,393,14947,37,0,2022,1,1
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432600,48201432600,17,261,10440,15,0,2022,1,0
Housing Choice Vouchers,3,TX Texas 201 Harris County 48201432701,48201432701,49,179,7061,51,0,2022,1,1
