code,year,number_reported,tpoverty,poverty_indicator,Total,White_alone,Black_or_African_American_alone,Asian_alone,Some_other_race_alone,Two_or_more_races,Two_races_including_some_other_race,Two_races_excluding_some_other_and_three_plus
48201252800,2018-2022,37.0,21.0,0,6525,2554,2128,0,346,1470,1211,259
48201253000,2013-2017,18.0,12.6,0,4203,2603,1262,14,206,118,97,21
48201253000,2018-2022,13.5,17.5,0,4915,2271,1535,0,131,978,786,192
48201253100,2013-2017,25.6,4.8,0,10613,7635,1784,792,198,204,0,204
48201253200,2013-2017,247.6,23.0,0,10388,8254,1512,0,226,387,0,387
48201253500,2013-2017,60.8,19.6,0,8535,4766,2352,413,817,184,47,137
48201253600,2013-2017,54.4,24.6,0,6190,4112,1098,530,307,0,0,0
48201253700,2013-2017,29.4,15.0,0,6261,4809,1051,123,60,90,0,90
48201253700,2018-2022,37.4,10.0,0,6173,2231,1394,235,1531,760,607,153
48201253800,2013-2017,26.6,21.4,0,8604,6719,1126,206,275,278,106,172
48201253800,2018-2022,26.2,12.6,0,8722,4171,994,51,1799,1650,1608,42
48201253900,2013-2017,30.4,17.4,0,4245,2998,361,61,640,180,20,160
48201253900,2018-2022,27.0,15.4,0,3808,2724,364,0,88,632,274,358
48201254000,2013-2017,49.6,19.2,0,4165,2620,933,83,387,132,0,132
48201254000,2018-2022,46.0,11.2,0,3305,2031,155,0,470,636,573,63
48201254100,2013-2017,43.4,22.2,0,5469,3526,882,0,821,220,65,155
48201254100,2018-2022,49.6,19.2,0,5669,3051,448,200,866,1104,979,125
48201254300,2013-2017,43.6,26.2,0,5274,3661,864,0,574,157,26,131
48201254300,2018-2022,21.4,23.6,0,5704,2358,715,105,890,1609,1459,150
48201254600,2013-2017,17.4,21.0,0,4053,2352,345,0,1100,256,16,240
48201254600,2018-2022,15.333333333333334,11.0,0,3492,2427,447,28,227,362,336,26
48201254700,2013-2017,17.0,8.2,0,2423,1744,330,43,229,77,38,39
48201254700,2018-2022,11.0,14.0,0,2257,1286,160,0,180,631,510,121
48201310100,2013-2017,31.4,42.8,1,5022,2466,1635,194,539,187,17,170
48201310200,2018-2022,65.0,6.5,0,2057,922,463,205,174,288,210,78
48201310300,2018-2022,143.5,19.0,0,4281,1797,330,50,1444,660,557,103
48201310500,2018-2022,28.0,26.0,0,3452,1411,88,41,1332,553,491,62
48201310800,2013-2017,27.6,30.4,1,2535,2445,54,1,35,0,0,0
48201310800,2018-2022,17.8,25.6,0,2996,841,161,46,1315,604,483,121
48201310900,2013-2017,24.8,34.0,1,5387,4596,115,75,551,50,10,40
48201310900,2018-2022,23.2,39.0,1,4911,996,310,0,2567,964,942,22
48201311200,2013-2017,42.5,33.75,1,5256,4938,120,10,179,0,0,0
48201311200,2018-2022,47.4,27.6,0,4250,1779,60,7,2153,251,231,20
48201311500,2013-2017,12.666666666666666,21.333333333333332,0,7538,5668,178,119,1352,185,112,73
48201311600,2013-2017,42.6,36.4,1,3785,2144,215,76,1318,32,20,12
48201311600,2018-2022,28.6,33.4,1,4312,696,226,21,2092,1277,1252,25
48201311700,2013-2017,57.4,31.6,1,5687,4802,536,45,231,15,0,15
48201312200,2013-2017,36.6,54.2,1,2182,209,1910,10,26,27,0,27
48201312200,2018-2022,42.0,40.4,1,1512,141,1292,49,0,27,27,0
48201312300,2013-2017,39.0,40.6,1,1807,469,1159,39,90,50,6,44
48201312300,2018-2022,37.8,33.6,1,2333,459,1563,153,85,73,73,0
48201312400,2013-2017,32.4,32.6,1,2300,340,1875,22,25,18,0,18
48201312400,2018-2022,35.4,40.6,1,1856,62,1699,77,0,18,18,0
48201312600,2013-2017,12.0,10.4,0,8013,5296,1034,1235,151,297,0,297
48201312700,2013-2017,27.6,22.2,0,2400,424,1896,33,14,33,11,22
48201312700,2018-2022,31.6,19.0,0,2198,393,1365,150,60,230,143,87
48201312800,2013-2017,25.4,64.6,1,2318,218,1915,137,29,19,0,19
48201312800,2018-2022,31.0,65.2,1,3291,518,2304,220,0,249,103,146
48201312900,2013-2017,64.2,31.2,1,3897,502,3006,253,50,86,32,54
48201313000,2013-2017,64.8,17.2,0,2644,491,2091,25,10,27,0,27
48201313000,2018-2022,36.6,21.0,0,3059,541,2397,9,70,42,42,0
48201313200,2013-2017,73.4,20.0,0,4358,667,3426,186,9,70,20,50
48201313300,2013-2017,25.2,25.4,0,2513,402,2016,11,11,51,15,36
48201313300,2018-2022,18.8,27.2,0,2250,384,1551,10,243,62,17,45
48201313400,2013-2017,56.6,25.8,0,3025,416,2392,11,182,24,0,24
48201313400,2018-2022,142.6,30.0,1,4158,206,3157,73,174,519,397,122
48201313500,2013-2017,62.4,37.2,1,2584,367,2164,15,3,35,0,35
48201313500,2018-2022,43.2,36.4,1,2331,424,1857,0,38,12,12,0
48201313600,2013-2017,120.2,42.8,1,4555,1267,3120,54,88,15,0,15
48201313600,2018-2022,125.8,42.4,1,4563,534,2544,40,303,1052,1031,21
48201313700,2013-2017,26.4,20.0,0,2103,94,1945,0,10,14,0,14
48201313700,2018-2022,32.2,16.4,0,2045,233,1748,20,0,18,18,0
48201313800,2013-2017,157.2,41.2,1,5059,555,4472,0,10,14,0,14
48201314300,2013-2017,163.6,27.2,0,4307,441,3445,350,30,41,0,41
48201320602,2013-2017,82.4,22.8,0,4872,3427,149,17,1279,0,0,0
48201320602,2018-2022,95.0,30.0,1,5047,1867,137,0,1333,1682,1632,50
48201321100,2013-2017,16.0,11.666666666666666,0,8219,5620,987,583,574,297,189,108
48201321200,2013-2017,76.0,40.2,1,3237,2511,365,12,256,20,20,0
48201321200,2018-2022,76.0,39.6,1,4883,1787,214,96,928,1730,1730,0
48201321500,2013-2017,19.4,40.0,1,2971,2157,78,33,588,86,29,57
48201321500,2018-2022,28.4,31.2,1,2601,1545,160,31,349,516,395,121
48201321600,2013-2017,19.0,16.8,0,6944,5923,115,51,596,241,82,159
48201321600,2018-2022,25.6,9.0,0,6739,3580,261,7,817,2060,1964,96
48201322000,2013-2017,24.8,40.0,1,5728,4749,149,0,561,145,0,145
48201322000,2018-2022,13.0,35.0,1,3969,2339,0,0,240,1390,1369,21
48201322100,2013-2017,13.666666666666666,29.333333333333332,0,4042,3820,34,0,155,33,9,24
48201322100,2018-2022,14.8,20.6,0,4158,2812,125,0,372,828,828,0
48201322200,2013-2017,15.2,19.4,0,1685,1434,2,0,158,32,7,25
48201322200,2018-2022,15.8,22.8,0,1582,860,12,13,255,388,388,0
48201322700,2013-2017,33.6,18.0,0,7959,7005,348,31,463,112,14,98
48201322900,2013-2017,21.6,20.0,0,4113,3602,0,26,478,7,0,7
48201322900,2018-2022,20.0,17.333333333333332,0,3605,2665,0,0,382,416,416,0
48201323000,2013-2017,68.6,41.0,1,6994,5479,119,0,1095,230,95,135
48201323000,2018-2022,63.2,32.4,1,7169,4513,47,1,593,2015,2009,6
48201323100,2013-2017,41.2,38.6,1,3826,3049,521,0,202,54,0,54
48201323100,2018-2022,39.2,27.8,0,4098,2432,363,0,293,956,896,60
48201323200,2013-2017,32.0,19.0,0,5523,4795,132,93,289,164,58,106
48201323200,2018-2022,14.333333333333334,16.666666666666668,0,6018,3018,107,30,727,2114,2090,24
48201323300,2013-2017,86.0,28.2,0,3743,3390,120,22,121,90,10,80
48201323300,2018-2022,47.4,28.6,0,3070,2079,176,0,407,408,398,10
48201323400,2013-2017,21.2,29.4,0,8083,6689,56,112,853,72,0,72
48201323500,2013-2017,191.0,36.6,1,6021,4784,655,0,163,269,0,269
48201323500,2018-2022,239.8,33.2,1,5524,3354,688,0,693,696,673,23
48201323600,2013-2017,134.8,11.8,0,7591,6319,170,345,432,280,35,245
48201323701,2013-2017,18.0,18.0,0,4411,3908,172,28,183,100,24,76
48201323801,2018-2022,12.0,7.0,0,3959,2554,0,19,434,940,829,111
48201323802,2013-2017,28.6,22.2,0,5370,4504,82,88,306,90,34,56
48201323802,2018-2022,18.2,22.4,0,4969,2640,435,0,395,1484,1468,16
48201323900,2013-2017,93.4,32.0,1,4154,3707,243,25,138,41,0,41
48201323900,2018-2022,84.8,27.4,0,3141,2152,169,12,316,492,368,124
48201324000,2018-2022,14.0,13.333333333333334,0,5720,3662,155,246,172,1411,1307,104
48201330100,2013-2017,72.6,26.6,0,10223,6248,2883,64,922,106,73,33
48201330200,2013-2017,67.6,29.2,0,3982,1785,1795,22,319,44,7,37
48201330200,2018-2022,44.6,18.4,0,4997,1552,1751,0,566,1128,1128,0
48201330301,2013-2017,22.0,11.4,0,8480,4520,2196,275,1179,291,99,192
48201330301,2018-2022,17.4,9.4,0,8579,2366,1529,290,2288,1364,1351,13
48201330302,2013-2017,77.8,18.2,0,6666,3382,2194,41,986,63,28,35
48201330302,2018-2022,70.2,15.4,0,5001,1427,1927,36,1142,457,457,0
48201330303,2013-2017,34.8,15.2,0,3971,1992,1760,32,129,34,10,24
48201330303,2018-2022,43.8,19.6,0,4588,1714,1998,0,325,429,302,127
48201330400,2013-2017,66.4,22.0,0,4793,2506,1966,0,203,118,47,71
48201330400,2018-2022,62.6,20.8,0,4836,1385,1617,0,537,1297,1297,0
48201330500,2013-2017,40.6,28.2,0,4739,2328,2129,118,109,55,8,47
48201330500,2018-2022,35.4,20.2,0,4913,1044,1626,101,1220,720,689,31
48201330600,2013-2017,63.2,19.8,0,7117,2933,3624,0,483,77,77,0
48201330600,2018-2022,53.0,23.6,0,6884,1643,3862,6,747,607,507,100
48201330700,2013-2017,85.6,23.8,0,9692,4978,2985,106,1496,127,61,66
48201330700,2018-2022,69.8,22.8,0,9562,3116,2738,61,1602,1936,1909,27
48201330800,2013-2017,184.6,12.4,0,12346,4400,6900,100,588,324,0,324
48201330900,2013-2017,47.4,18.6,0,11752,5462,5066,516,572,121,46,75
48201331100,2013-2017,149.8,31.2,1,4021,350,3374,0,277,0,0,0
48201331100,2018-2022,126.4,37.6,1,3470,619,2638,0,19,194,194,0
48201331200,2013-2017,182.0,33.4,1,3269,211,2959,50,0,49,25,24
48201331200,2018-2022,164.8,44.4,1,4744,511,3678,0,217,337,182,155
48201331300,2013-2017,98.6,26.8,0,5832,463,4998,12,341,18,0,18
48201331300,2018-2022,90.0,20.4,0,4062,579,3296,1,37,129,92,37
48201331400,2013-2017,179.4,64.0,1,2449,0,2088,56,0,218,0,218
48201331400,2018-2022,172.0,65.8,1,2953,18,2244,0,0,691,12,679
48201331500,2013-2017,121.0,16.0,0,9447,1274,7653,77,356,0,0,0
48201331601,2013-2017,116.4,19.4,0,7161,545,6310,125,128,53,19,34
48201331602,2013-2017,66.6,39.6,1,1825,513,1260,25,0,22,4,18
48201331602,2018-2022,79.4,28.0,0,3034,242,2419,127,42,204,129,75
48201331700,2013-2017,50.6,35.6,1,4022,537,3233,0,213,30,22,8
48201331700,2018-2022,50.2,24.8,0,4134,492,2829,45,344,370,319,51
48201331800,2013-2017,154.0,32.4,1,4751,729,3955,0,36,31,31,0
48201331800,2018-2022,102.6,37.0,1,3685,919,1917,32,68,746,683,63
48201331900,2013-2017,65.4,19.2,0,3250,449,2672,0,90,31,0,31
48201331900,2018-2022,53.0,19.6,0,3651,820,2621,0,27,183,183,0
48201332000,2013-2017,95.2,40.0,1,6037,903,4558,38,304,211,0,211
48201332000,2018-2022,95.0,39.0,1,5951,1097,4175,0,135,544,379,165
48201332100,2013-2017,13.8,36.4,1,3532,1698,1339,16,466,13,0,13
48201332100,2018-2022,12.0,30.0,1,3102,1494,844,0,362,282,282,0
48201332200,2013-2017,29.2,31.2,1,5332,1546,3194,0,457,135,106,29
48201332200,2018-2022,26.4,24.2,0,4616,1508,1389,0,383,1336,1315,21
48201332300,2013-2017,37.0,25.8,0,2929,513,2181,0,222,0,0,0
48201332300,2018-2022,36.4,24.4,0,2922,899,1565,0,126,332,281,51
48201332400,2013-2017,45.0,25.2,0,3792,364,3282,0,71,50,0,50
48201332400,2018-2022,48.8,17.4,0,4097,720,3078,0,52,247,64,183
48201332500,2013-2017,30.2,20.6,0,3043,1431,1426,0,90,89,47,42
48201332500,2018-2022,13.6,21.4,0,3659,1376,1549,11,435,284,226,58
48201332600,2013-2017,38.8,29.0,0,7629,4872,2349,32,133,243,58,185
48201332600,2018-2022,27.0,15.2,0,6737,2530,1646,14,1712,798,563,235
48201333100,2013-2017,28.2,33.0,1,4445,2135,440,1353,387,6,6,0
48201333100,2018-2022,19.6,20.2,0,3554,887,383,1185,480,611,594,17
48201333201,2013-2017,40.6,29.2,0,5320,2456,1117,134,1548,10,10,0
48201333201,2018-2022,27.6,22.8,0,5065,1793,1081,197,1407,363,322,41
48201333202,2013-2017,35.0,26.0,0,5860,2026,2763,30,1041,0,0,0
48201333300,2013-2017,79.8,28.4,0,11081,6947,1655,213,2253,13,0,13
48201333500,2013-2017,24.75,29.5,0,6270,3960,1064,0,1192,0,0,0
48201333800,2013-2017,25.0,24.2,0,10543,5504,1794,231,2815,129,129,0
48201333901,2013-2017,40.5,3.5,0,10193,4837,1992,1795,1234,335,35,300
48201333902,2013-2017,43.0,13.0,0,8826,5840,1572,366,734,314,39,275
48201334001,2013-2017,118.6,20.4,0,3770,1448,1527,241,532,22,0,22
48201334001,2018-2022,126.4,13.2,0,3413,1038,1211,445,288,169,51,118
48201334100,2013-2017,125.6,22.2,0,13137,4444,7225,632,443,327,30,297
48201340100,2013-2017,117.2,16.8,0,7023,3753,1675,1031,437,114,30,84
48201340900,2013-2017,11.0,25.0,0,4771,3109,708,645,72,205,23,182
48201341000,2013-2017,40.8,8.8,0,7242,4625,1255,709,181,453,56,397
48201341201,2013-2017,83.4,19.6,0,4077,2953,956,43,97,28,19,9
48201341201,2018-2022,89.6,29.2,0,4840,2001,1078,274,791,690,425,265
48201342300,2013-2017,59.4,16.0,0,7480,5905,434,101,349,371,130,241
48201342300,2018-2022,63.0,13.4,0,7954,5577,180,8,887,1302,969,333
48201342400,2013-2017,19.5,12.0,0,3545,2801,48,53,385,82,9,73
48201342400,2018-2022,33.666666666666664,7.333333333333333,0,3599,1836,24,0,253,1481,1372,109
48201342900,2013-2017,20.4,10.8,0,5843,5607,27,21,36,118,0,118
48201342900,2018-2022,25.4,16.8,0,7306,5725,296,27,378,827,513,314
48201343000,2013-2017,59.8,14.4,0,7230,5943,385,71,759,72,0,72
48201343000,2018-2022,97.6,17.2,0,7663,3747,807,325,725,1800,1247,553
48201343100,2013-2017,17.4,7.0,0,4805,4175,105,26,216,207,26,181
48201343200,2013-2017,11.0,2.5,0,5230,4355,138,0,316,421,107,314
48201343301,2013-2017,11.0,9.0,0,4926,4049,0,193,261,150,35,115
48201350100,2013-2017,27.8,8.2,0,16064,8375,2392,3730,465,1074,332,742
48201350200,2013-2017,14.75,6.5,0,8624,6048,978,583,619,286,95,191
48201350300,2013-2017,26.0,7.333333333333333,0,6709,4921,673,534,391,157,76,81
48201350400,2013-2017,80.8,18.4,0,6465,2891,1436,589,1276,208,17,191
48201350400,2018-2022,86.0,14.0,0,6682,2715,368,242,661,2696,2547,149
48201350500,2013-2017,12.0,16.0,0,8329,4005,1699,1092,1235,298,122,176
48201350601,2013-2017,15.4,2.6,0,4411,3419,497,250,33,103,26,77
48201350601,2018-2022,17.4,4.0,0,4329,2680,436,341,169,703,56,647
48201350801,2013-2017,11.0,19.0,0,5027,4081,474,80,72,279,0,279
48201410100,2013-2017,14.0,25.2,0,4170,2175,1139,440,278,124,29,95
48201410702,2013-2017,266.0,24.0,0,2675,1991,354,247,43,18,7,11
48201410800,2013-2017,11.5,20.5,0,4212,3606,59,152,229,159,18,141
48201410900,2018-2022,11.0,10.0,0,3238,2126,120,392,93,507,346,161
48201420100,2013-2017,125.6,32.2,1,3029,662,1188,391,717,9,0,9
48201420100,2018-2022,110.6,20.8,0,2776,789,870,254,421,442,395,47
48201420500,2013-2017,59.2,43.4,1,3863,2373,735,56,645,54,0,54
48201420500,2018-2022,27.2,35.8,1,3529,922,479,0,1108,934,629,305
48201421101,2013-2017,18.0,39.2,1,3172,2153,527,296,170,26,8,18
48201421101,2018-2022,28.4,25.4,0,2644,983,348,510,526,271,239,32
48201421403,2013-2017,16.2,35.8,1,3740,3203,355,80,54,0,0,0
48201421403,2018-2022,16.8,43.4,1,4793,1586,654,158,1721,581,581,0
48201421500,2013-2017,16.0,27.0,0,6725,4024,1359,878,136,328,20,308
48201422100,2013-2017,15.0,6.5,0,5528,3164,664,265,1287,136,0,136
48201422100,2018-2022,11.0,13.0,0,5443,2918,1050,71,493,908,722,186
48201422200,2013-2017,325.6,31.8,1,5106,1171,3213,11,583,128,89,39
48201422200,2018-2022,323.2,36.2,1,5732,584,3991,85,786,286,198,88
48201422301,2013-2017,189.4,44.2,1,8242,1476,3930,1113,1456,267,24,243
48201422302,2013-2017,34.8,13.6,0,1975,766,867,74,206,62,8,54
48201422302,2018-2022,26.4,9.6,0,1936,439,831,23,215,416,181,235
48201422401,2013-2017,108.0,27.4,0,3920,1187,1683,286,718,46,0,46
48201422500,2013-2017,20.4,33.8,1,7622,1982,2212,194,2978,109,28,81
48201422600,2013-2017,12.0,17.0,0,7708,6041,975,327,365,0,0,0
48201422701,2013-2017,13.0,29.0,0,5428,4784,251,120,121,95,12,83
48201422800,2013-2017,18.2,27.0,0,4653,3778,471,300,79,12,0,12
48201422900,2013-2017,16.5,35.5,1,4574,3356,896,177,97,41,7,34
48201423100,2013-2017,13.0,48.0,1,2720,2053,518,0,97,0,0,0
48201423100,2018-2022,11.666666666666666,37.0,1,2705,629,440,0,1018,548,541,7
48201423201,2013-2017,15.0,15.0,0,3222,1432,810,344,599,37,0,37
48201423202,2013-2017,56.8,34.8,1,8680,2372,3735,446,2030,97,32,65
48201423301,2013-2017,86.2,20.8,0,4771,1978,1808,320,504,136,0,136
48201423301,2018-2022,58.4,14.2,0,4738,1546,2172,275,457,216,195,21
48201423302,2013-2017,182.6,20.8,0,5099,1715,2736,119,518,11,11,0
48201423401,2013-2017,71.0,16.0,0,6076,1764,3316,283,691,0,0,0
48201423401,2018-2022,51.2,15.4,0,5196,1183,2769,313,908,3,3,0
48201423402,2013-2017,38.8,6.4,0,4576,360,2662,767,545,242,70,172
48201423402,2018-2022,24.6,16.2,0,4587,556,2132,799,435,555,545,10
48201423600,2013-2017,68.8,16.6,0,7113,2107,3542,511,952,1,0,1
48201423600,2018-2022,47.2,10.6,0,6950,2270,3687,177,366,450,375,75
48201432001,2013-2017,13.5,14.0,0,3892,2648,463,502,179,100,12,88
48201432002,2013-2017,23.666666666666668,34.0,1,4641,3405,597,194,310,114,10,104
48201432400,2013-2017,59.2,23.0,0,5931,2611,2032,596,165,527,36,491
48201432500,2013-2017,30.6,34.0,1,5737,3130,1092,363,949,203,103,100
48201432600,2013-2017,22.2,12.0,0,2114,1580,328,49,58,96,0,96
48201432600,2018-2022,17.8,14.8,0,2062,1442,380,58,24,158,100,58
48201432701,2013-2017,39.2,49.0,1,7084,5065,143,0,1753,0,0,0
48201432801,2013-2017,18.666666666666668,30.333333333333332,1,5273,2211,1384,496,1128,54,9,45
48201432802,2013-2017,31.2,37.8,1,5882,3619,1031,637,550,15,0,15
48201432901,2013-2017,12.0,18.666666666666668,0,3116,1789,378,89,860,0,0,0
48201433001,2013-2017,56.2,46.2,1,5890,2598,285,1232,1713,10,0,10
48201433003,2013-2017,67.0,47.2,1,5881,1965,665,2310,941,0,0,0
48201433003,2018-2022,38.4,43.8,1,5634,557,606,768,1985,1718,1537,181
48201433100,2013-2017,21.6,37.6,1,3868,1913,931,126,856,42,0,42
48201433100,2018-2022,15.5,32.25,1,3307,383,462,115,1762,585,532,53
48201433201,2013-2017,12.333333333333334,23.333333333333332,0,5185,1995,1036,1483,595,76,0,76
48201433202,2013-2017,17.2,24.4,0,5019,1969,667,1087,1209,77,0,77
48201433300,2013-2017,16.75,16.75,0,5199,3605,242,1070,259,23,0,23
48201433400,2013-2017,11.5,23.5,0,4735,2478,756,373,1070,58,15,43
48201433400,2018-2022,13.333333333333334,31.333333333333332,1,4462,1038,311,267,1464,1364,1253,111
48201433501,2013-2017,140.4,56.8,1,5229,3142,719,11,1243,97,0,97
48201433502,2013-2017,86.4,51.2,1,7834,4151,1590,433,1520,140,4,136
48201433600,2013-2017,81.4,48.6,1,5956,2393,2133,242,1188,0,0,0
48201451002,2013-2017,18.2,19.2,0,5685,2708,2447,284,184,62,3,59
48201451700,2013-2017,34.333333333333336,8.666666666666666,0,3917,1645,1485,465,192,69,39,30
48201451700,2018-2022,30.4,19.8,0,4429,1249,2139,333,171,537,238,299
48201451800,2013-2017,17.666666666666668,12.333333333333334,0,5725,1999,2128,642,780,139,0,139
48201451901,2013-2017,66.6,16.4,0,7469,2533,3849,748,141,198,4,194
48201452000,2013-2017,78.8,17.0,0,9312,4467,3329,1036,323,157,0,157
48201452100,2013-2017,12.0,12.0,0,10886,5433,3359,1661,244,121,0,121
48201452201,2013-2017,19.8,18.0,0,5530,2086,2576,565,192,36,36,0
48201452202,2013-2017,18.6,18.2,0,2922,690,1431,360,441,0,0,0
48201452202,2018-2022,17.2,23.6,0,3557,884,1876,212,193,336,304,32
48201452300,2013-2017,12.0,2.0,0,2736,976,497,601,636,26,0,26
48201452400,2013-2017,34.2,16.6,0,7882,3578,721,2203,1259,121,0,121
48201452500,2013-2017,122.6,34.4,1,8697,2818,2048,2561,1247,10,10,0
48201452600,2013-2017,79.0,30.0,1,9280,1568,3883,2418,1163,211,0,211
48201452700,2013-2017,125.4,13.8,0,12955,3156,3749,4835,767,380,18,362
48201452801,2013-2017,37.0,19.6,0,5739,1579,1937,1746,349,36,22,14
48201452801,2018-2022,25.8,18.8,0,5614,1025,1478,1647,865,540,483,57
48201452802,2013-2017,75.0,29.6,0,6720,2372,1495,1501,1304,20,0,20
48201452802,2018-2022,40.2,25.4,0,6886,1074,2255,1392,879,1116,994,122
48201452900,2013-2017,23.6,28.6,0,4514,1702,376,888,1510,38,38,0
48201452900,2018-2022,14.5,27.0,0,4832,1495,314,958,1295,543,543,0
48201453000,2013-2017,23.4,18.8,0,9552,4200,932,1885,2445,90,0,90
48201453100,2013-2017,29.6,34.8,1,4564,2017,1081,407,921,138,10,128
48201453100,2018-2022,44.4,28.4,0,4081,808,1209,498,626,823,798,25
48201453200,2013-2017,74.0,35.2,1,8761,3328,2167,1135,2055,65,62,3
48201453300,2013-2017,107.6,36.2,1,2753,866,1499,0,320,68,44,24
48201453300,2018-2022,67.2,49.4,1,4855,374,2748,563,1054,83,83,0
48201453401,2013-2017,22.6,17.2,0,3285,1561,710,264,706,44,0,44
48201453401,2018-2022,25.0,16.8,0,2655,865,514,216,550,510,494,16
48201453402,2013-2017,88.0,26.6,0,8119,3032,1757,1533,1579,156,60,96
48201453403,2013-2017,65.8,39.8,1,4581,1442,2056,534,518,17,8,9
48201453403,2018-2022,28.0,34.8,1,4096,853,1436,633,833,294,206,88
48201453501,2013-2017,24.4,19.2,0,6700,2442,1731,1537,743,247,156,91
48201453501,2018-2022,21.4,15.4,0,6336,2524,1823,748,1069,137,75,62
48201453502,2013-2017,17.0,6.6,0,3772,2257,707,359,377,39,21,18
48201453502,2018-2022,11.0,15.5,0,3592,1437,629,317,990,176,161,15
48201453601,2013-2017,12.5,17.0,0,2270,703,582,386,474,0,0,0
48201453601,2018-2022,16.0,25.0,0,1763,354,333,505,479,92,92,0
48201453602,2013-2017,155.4,28.0,0,8400,2736,2751,1580,1148,122,100,22
48201453700,2013-2017,85.6,20.4,0,9223,2195,3665,912,2451,0,0,0
48201453800,2013-2017,15.0,7.0,0,4312,1769,802,530,1124,67,0,67
48201453900,2013-2017,57.0,19.0,0,10814,2626,2592,4950,476,121,0,121
48201454000,2013-2017,19.4,11.8,0,5426,2090,1226,1469,428,213,62,151
48201454000,2018-2022,15.0,12.666666666666666,0,4529,1207,983,1486,374,469,426,43
48201454200,2013-2017,12.75,10.75,0,4924,2781,1742,202,174,0,0,0
48201454200,2018-2022,11.0,9.0,0,4413,2048,919,237,819,390,189,201
48201454301,2013-2017,215.2,16.4,0,12142,3933,5738,1525,277,665,194,471
48201454302,2013-2017,42.6,8.6,0,6749,3609,1844,563,346,228,25,203
48201454302,2018-2022,44.6,9.6,0,6064,1976,1608,710,577,1192,974,218
48201455300,2013-2017,49.4,6.2,0,7102,4930,971,877,193,131,17,114
48201455300,2018-2022,37.6,6.8,0,14668,6047,1480,3055,1777,2170,1408,762
48201510200,2013-2017,41.2,12.6,0,6244,4495,176,542,818,213,61,152
48201520100,2018-2022,13.0,6.0,0,2719,1557,84,289,473,267,203,64
48201520400,2013-2017,84.6,41.6,1,3277,1452,57,26,1624,118,48,70
48201520400,2018-2022,117.0,26.0,0,3792,1314,283,67,1549,495,474,21
48201520500,2013-2017,13.333333333333334,34.666666666666664,1,9496,4686,428,0,4034,222,0,222
48201521000,2013-2017,14.75,36.0,1,2426,1210,157,97,897,41,20,21
48201521000,2018-2022,20.6,41.4,1,2293,757,165,74,1139,158,156,2
48201521200,2013-2017,20.6,27.6,0,6275,1978,485,31,3264,476,202,274
48201521300,2013-2017,15.0,24.5,0,6065,2841,231,467,2457,63,0,63
48201521700,2013-2017,92.6,33.8,1,6826,3549,1640,116,958,83,40,43
48201522301,2018-2022,12.0,17.5,0,4084,1737,570,163,1248,330,254,76
48201530100,2013-2017,20.75,31.75,1,6003,3065,664,18,2077,151,80,71
48201530300,2013-2017,28.8,33.8,1,2373,902,1304,0,161,6,0,6
48201530300,2018-2022,17.333333333333332,35.0,1,2605,1015,1033,15,78,367,302,65
48201530400,2018-2022,50.0,29.8,0,3330,939,1000,18,970,403,403,0
48201530500,2013-2017,19.4,33.4,1,5188,3022,1633,0,493,32,7,25
48201530600,2013-2017,12.0,39.0,1,3957,2462,702,24,722,38,28,10
48201530700,2013-2017,153.0,43.4,1,5764,3982,1656,0,21,85,0,85
48201530800,2013-2017,23.2,23.6,0,4006,1003,2844,0,158,1,0,1
48201530800,2018-2022,16.5,14.75,0,4133,565,2536,1,452,393,385,8
48201530900,2013-2017,22.2,11.6,0,4434,3596,315,78,368,68,12,56
48201530900,2018-2022,15.666666666666666,15.0,0,4464,3121,168,40,485,650,510,140
48201531500,2013-2017,11.75,7.0,0,2853,2078,265,147,341,22,15,7
48201531500,2018-2022,11.666666666666666,6.333333333333333,0,2638,1778,98,57,93,602,542,60
48201531800,2013-2017,75.2,24.4,0,2342,661,1335,50,253,43,8,35
48201531800,2018-2022,80.0,35.6,1,3122,717,2032,22,240,111,111,0
48201531900,2013-2017,152.2,30.6,1,4715,1456,3137,18,45,59,33,26
48201531900,2018-2022,116.4,25.2,0,5624,1929,2944,71,219,461,355,106
48201532001,2013-2017,167.0,41.6,1,6152,3306,2425,63,262,96,0,96
48201532100,2013-2017,36.4,38.6,1,6445,3431,1344,200,1390,80,42,38
48201532200,2013-2017,14.0,31.5,1,4027,1894,1080,13,1012,28,0,28
48201532200,2018-2022,49.8,37.0,1,3794,886,1093,89,488,1232,1193,39
48201532502,2018-2022,14.0,16.666666666666668,0,5540,2581,161,94,1103,1486,1343,143
48201532600,2013-2017,30.0,22.0,0,6471,3784,1288,637,645,117,117,0
48201532600,2018-2022,17.4,20.0,0,7030,1728,2341,445,2067,377,306,71
48201532700,2013-2017,98.6,22.2,0,4822,2360,1887,9,399,167,9,158
48201532700,2018-2022,127.4,20.4,0,5685,1830,2396,28,627,689,625,64
48201532800,2013-2017,13.0,19.0,0,1648,1036,252,118,154,88,26,62
48201532800,2018-2022,15.0,20.5,0,2120,790,727,116,266,221,153,68
48201532900,2013-2017,42.4,15.6,0,6554,2984,2386,524,572,26,0,26
48201532900,2018-2022,52.6,19.6,0,4722,1007,1680,191,776,1068,1025,43
48201533000,2013-2017,43.8,38.2,1,2486,615,1618,0,240,13,0,13
